"SEQN","FSD032A","FSD032B","FSD032C","FSD041","FSD052","FSD061","FSD071","FSD081","FSD092","FSD102","FSD032D","FSD032E","FSD032F","FSD111","FSD122","FSD132","FSD141","FSD146","FSDHH","FSDAD","FSDCH","FSD151","FSQ165","FSQ012","FSD012N","FSD230","FSD225","FSQ235","FSQ162","FSD650ZC","FSD660ZC","FSD675","FSD680","FSD670ZC","FSQ690","FSQ695","FSD650ZW","FSD660ZW","FSD670ZW"
79799,3,3,3,,,,,,,,2,3,3,2,2,,2,2,2,1,2,2,2,,,,,,2,,,,,,,,,,
79800,3,3,3,,,,,,,,,,,,,,,,1,1,,1,2,,,,,,2,,,,,,,,,,
79801,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
79802,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
79803,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,1,2,174,260,1,1,1,1,1,12,1,3,,,
79804,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
79805,1,1,1,1,2,1,2,2,2,,,,,,,,,,4,4,,2,2,,,,,,2,,,,,,,,,,
79806,1,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,1,99,1,19,200,1,,,,,,,,,,
79807,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
79808,2,2,3,2,,1,2,2,2,,3,3,3,,,,,,3,3,1,2,1,1,5,1,18,771,1,,,,,,,,,,
79809,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
79810,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
79811,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,2,2,0,2,,,,
79812,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
79813,1,1,1,1,1,1,1,1,2,,,,,,,,,,4,4,,2,1,1,2,1,0,123,2,,,,,,,,,,
79814,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,1,1,19,40,,,,,,,,,,,
79815,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,1,1,11,140,2,,,,,,,,,,
79816,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
79817,3,3,2,2,,2,2,2,,,2,2,3,2,2,,2,2,3,2,3,2,2,,,,,,2,2,,2,2,0,2,,,,
79818,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,2,2,0,2,,,,
79819,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
79820,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,2,1,16,700,2,,,,,,,,,,
79821,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,1,1,28,220,2,,,,,,,,,,
79822,3,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,,,,,,2,,,,,,,,,,
79823,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
79824,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
79825,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
79826,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,1,7,1,20,340,2,,,1,1,48,1,99,,,
79827,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,2,2,0,2,,,,
79828,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,2,2,0,2,,,,
79829,1,1,3,2,,2,2,2,,,3,3,2,2,2,,2,2,3,2,2,1,1,1,2,1,20,367,1,,,,,,,,,,
79830,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,4,1,369,220,2,,,1,1,60,1,2,,,
79831,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,7,1,11,600,2,,,,,,,,,,
79832,3,3,3,,,,,,,,,,,,,,,,1,1,,1,1,1,2,1,4,329,,,,,,,,,,,
79833,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
79834,2,2,2,2,,2,1,2,2,,3,3,3,,,,,,3,3,1,2,1,1,3,1,22,100,1,,,,,,,,,,
79835,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,3,1,4,524,2,,,,,,,,,,
79836,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
79837,3,3,3,,,,,,,,2,3,3,2,2,,2,2,2,1,2,2,2,,,,,,2,,,,,,,,,,
79838,1,1,1,1,1,1,1,1,2,,,,,,,,,,4,4,,1,1,1,1,1,24,13,,,,,,,,,,,
79839,1,3,2,2,,1,2,2,2,,3,3,3,,,,,,3,3,1,2,2,,,,,,2,2,,1,2,3,2,,,,
79840,2,2,2,1,1,1,1,2,2,,,,,,,,,,4,4,,2,1,2,,,,,2,,,,,,,,,,
79841,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
79842,2,2,3,2,,2,2,2,,,2,2,3,2,2,,2,2,3,2,3,2,2,,,,,,1,1,1,1,1,24,1,1,,,
79843,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
79844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79845,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
79846,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
79847,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
79848,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
79849,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
79850,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,,,,,2,,,,,,,,,,
79851,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,,,,,2,2,,1,1,30,1,4,,,
79852,7,7,7,,,,,,,,7,7,7,,,,,,,,,7,7,,,,,,7,,,2,2,0,2,,,,
79853,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
79854,2,2,2,2,,2,2,2,,,,,,,,,,,3,3,,2,2,,,,,,2,,,,,,,,,,
79855,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,1,2,124,300,2,,,1,1,60,1,2,,,
79856,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,2,2,0,2,,,,
79857,2,2,2,2,,1,1,2,2,,3,3,3,,,,,,3,3,1,2,1,1,4,1,13,246,2,,,,,,,,,,
79858,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,1,2,,,,,,1,1,1,1,1,48,1,1,,,
79859,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,2,,,,,2,,,,,,,,,,
79860,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
79861,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,2,1,8,450,2,,,1,1,60,1,4,,,
79862,2,2,2,1,2,1,2,2,2,,3,3,3,,,,,,3,4,1,2,1,1,1,2,129,553,2,,,,,,,,,,
79863,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
79864,1,1,1,1,1,1,1,2,2,,,,,,,,,,4,4,,2,1,1,1,1,10,62,2,,,,,,,,,,
79865,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,2,2,0,2,,,,
79866,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,1,,,1,1,60,1,2,,,
79867,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,1,1,1,370,526,1,1,1,1,,9,1,2,,,
79868,1,3,1,1,3,2,2,2,2,,3,3,3,,,,,,3,3,1,2,2,,,,,,1,,,,,,,,,,
79869,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,2,2,0,2,,,,
79870,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
79871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79872,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
79873,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
79874,2,3,2,2,,2,2,2,,,2,2,3,2,2,,2,2,3,2,3,2,1,1,1,1,17,99999,1,1,2,1,1,12,1,3,,,
79875,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,2,,,,,2,,,2,2,0,2,,,,
79876,2,2,2,2,,2,2,2,,,2,3,3,2,2,,2,2,3,3,2,2,2,,,,,,2,,,1,1,60,1,1,,,
79877,2,2,2,2,,2,1,1,2,,3,3,3,,,,,,3,3,1,1,1,1,2,1,16,1200,1,,,,,,,,,,
79878,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
79879,2,2,1,2,,2,2,2,,,3,2,3,2,2,,2,2,3,3,2,2,1,1,5,1,14,765,2,,,,,,,,,,
79880,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,2,1,14,281,,,,,,,,,,,
79881,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
79882,2,2,2,1,3,1,2,2,2,,3,3,3,,,,,,3,3,1,2,2,,,,,,2,,,1,1,24,1,4,,,
79883,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,2,,
79884,2,3,2,1,2,2,2,2,2,,,,,,,,,,3,3,,2,1,1,1,1,149,77,,,,,,,,,,,
79885,3,3,3,,,,,,,,,,,,,,,,1,1,,1,2,,,,,,,,,,,,,,,,
79886,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
79887,1,1,1,1,2,1,2,2,2,,,,,,,,,,4,4,,2,1,1,1,1,12,189,,,,,,,,,,,
79888,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
79889,2,3,2,2,,2,2,2,,,2,2,3,2,2,,2,2,3,2,3,2,1,1,1,1,17,99999,1,,,,,,,,,,
79890,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
79891,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
79892,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,2,2,0,2,,,,
79893,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,2,2,0,2,,,,
79894,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
79895,3,3,3,,,,,,,,,,,,,,,,1,1,,1,1,1,1,1,1,187,,,,,,,,,,,
79896,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,,,,,2,,,,,,,,,,
79897,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,1,,,,,,,,,,
79898,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,1,1,4,438,1,,,,,,,,,,
79899,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,1,,,,,,,,,,
79900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79901,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
79902,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
79903,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,2,2,0,2,,,,
79904,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,1,1,5,189,2,,,,,,,,,,
79905,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,2,2,0,2,,,,
79906,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
79907,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,2,,0,2,,,,
79908,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,1,4,1,8,314,1,,,,,,,,,,
79909,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,1,2,1,30,200,1,1,1,1,,5,1,5,,,
79910,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,1,1,1,1,1,6,400,2,,,,,,,,,,
79911,1,1,2,1,2,1,2,2,2,,3,2,2,1,2,,2,2,4,4,3,2,1,2,,,,,2,,,,,,,,,,
79912,1,1,2,1,2,1,1,1,1,3,,,,,,,,,4,4,,2,2,,,,,,2,,,,,,,,,,
79913,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
79914,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,2,1,6,340,1,,,,,,,,,,
79915,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
79916,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
79917,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
79918,2,3,3,2,,2,2,2,,,,,,,,,,,2,2,,2,2,,,,,,,,,,,,,,,,
79919,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
79920,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
79921,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
79922,2,3,2,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,2,,,,,2,,,1,1,60,1,4,,,
79923,2,2,2,2,,2,2,2,,,,,,,,,,,3,3,,2,2,,,,,,2,,,,,,,,,,
79924,2,2,2,2,,2,2,2,,,,,,,,,,,3,3,,2,2,,,,,,2,,,,,,,,,,
79925,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
79926,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
79927,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,1,1,1,6,1,11,77777,1,,,,,,,,,,
79928,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
79929,2,2,1,1,1,1,1,2,2,,2,2,2,1,1,1,1,2,4,4,4,1,1,1,1,1,24,330,2,,,,,,,,,,
79930,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,,,,,1,,,,,,,,,,
79931,1,2,1,1,2,1,1,2,1,2,3,3,3,,,,,,4,4,1,2,1,1,1,1,30,500,2,1,2,1,1,6,1,6,,,
79932,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,3,1,12,600,1,,,,,,,,,,
79933,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,,,,,2,,,,,,,,,,
79934,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
79935,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,,,,,1,2,,2,2,0,2,,,,
79936,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
79937,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
79938,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
79939,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
79940,2,3,2,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,1,3,1,27,160,1,,,,,,,,1,1,5
79941,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
79942,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
79943,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
79944,1,1,1,1,1,1,2,2,2,,,,,,,,,,4,4,,2,1,1,1,1,13,62,2,,,,,,,,,,
79945,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,1,1,1,,7,1,6,,,
79946,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
79947,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,,,,,,1,1,1,2,1,2,2,,,,
79948,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,2,2,0,2,,,,
79949,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
79950,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,1,,,,,,,,1,,
79951,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
79952,1,1,1,2,,1,1,2,2,,,,,,,,,,3,3,,1,2,,,,,,2,,,,,,,,,,
79953,1,2,1,1,1,1,2,2,2,,2,2,3,2,2,,2,2,4,4,3,1,1,1,1,2,106,200,2,,,,,,,,,,
79954,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
79955,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
79956,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
79957,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
79958,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
79959,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,1,1,25,186,2,,,,,,,,,,
79960,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,,,,,,2,,,,,,,,,,
79961,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,2,2,0,2,,,,
79962,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
79963,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
79964,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,,,,,2,,,1,1,60,1,3,,,
79965,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
79966,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,2,,0,1,1,,,
79967,3,3,2,2,,2,2,2,,,,,,,,,,,2,2,,1,1,1,1,1,15,347,2,,,,,,,,,,
79968,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,1,2,12,1,99,,,
79969,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
79970,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
79971,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,2,2,0,2,,,,
79972,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,3,1,25,375,2,,,,,,,,,,
79973,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
79974,1,2,3,2,,2,2,2,,,,,,,,,,,2,2,,2,2,,,,,,2,,,,,,,,,,
79975,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,1,2,1,1,12,1,99,,,
79976,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,2,2,0,2,,,,
79977,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
79978,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,2,,,,,2,,,,,,,,,,
79979,3,3,3,,,,,,,,,,,,,,,,1,1,,1,2,,,,,,2,,,,,,,,,,
79980,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,1,1,1,3,1,12,274,2,,,,,,,,,,
79981,3,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,1,1,1,2,1,11,367,1,1,1,1,1,12,1,99,,,
79982,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
79983,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,1,1,1,1,1,19,200,1,1,1,1,,5,2,,,,
79984,1,1,2,2,,1,2,2,2,,3,2,3,2,2,,2,2,3,3,2,1,1,1,4,1,22,495,1,1,1,1,1,48,1,2,,,
79985,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
79986,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,2,,2,2,0,2,,,,
79987,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
79988,2,2,3,2,,2,2,2,,,,,,,,,,,2,2,,1,1,1,1,1,12,189,,,,,,,,,,,
79989,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
79990,1,2,2,1,2,1,1,1,1,3,2,2,3,1,2,,2,2,4,4,3,2,1,1,1,1,25,900,2,2,,1,1,36,1,2,,,
79991,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,2,2,0,2,,,,
79992,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
79993,1,2,1,1,1,1,2,2,2,,2,2,3,2,2,,2,2,4,4,3,1,1,1,1,2,106,200,2,,,,,,,,,,
79994,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,2,,,,,,1,,,,,,,,,,
79995,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
79996,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
79997,2,2,3,2,,2,2,2,,,2,3,3,2,2,,2,2,3,2,2,2,1,1,1,1,24,450,1,,,1,1,60,1,6,,,
79998,1,1,2,1,2,1,2,2,2,,2,2,3,2,2,,2,2,4,4,3,2,1,2,,,,,1,,,,,,,,,,
79999,2,3,3,2,,2,2,2,,,,,,,,,,,2,2,,2,1,1,4,1,12,450,2,,,,,,,,,,
80000,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,1,3,1,15,500,2,,,,,,,,,,
80001,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80002,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80003,2,3,1,1,1,2,1,2,2,,3,3,3,,,,,,3,3,1,1,2,,,,,,2,,,2,2,0,2,,,,
80004,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,,2,2,4,4,3,2,1,1,5,2,70,650,2,,,,,,,,,,
80005,2,2,1,2,,2,2,2,,,2,3,3,2,2,,2,2,3,3,2,2,1,1,4,1,24,326,2,,,,,,,,,,
80006,2,2,3,2,,2,2,2,,,,,,,,,,,2,2,,2,1,1,1,1,6,35,,,,,,,,,,,
80007,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80008,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80009,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,,,,,2,,,,,,,,,,
80010,1,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,2,,,,,,2,,,,,,,,,,
80011,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,1,1,1,1,1,24,9,,,,
80012,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,2,1,26,450,1,1,2,1,1,18,2,,,,
80013,2,2,3,2,,2,2,2,,,,,,,,,,,2,2,,2,1,2,,,,,,,,,,,,,,,
80014,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80015,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,,,,,,,,
80016,2,2,2,2,,1,2,2,2,,2,3,3,2,2,,2,2,3,3,2,1,1,2,,,,,1,,,,,,,,,,
80017,2,2,2,2,,2,2,2,,,2,3,3,2,2,,2,2,3,3,2,2,1,1,2,1,11,800,1,,,,,,,,,,
80018,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,2,2,0,2,,,,
80019,1,2,1,1,2,1,1,2,2,,,,,,,,,,4,4,,1,1,1,6,1,0,700,2,,,,,,,,,,
80020,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,1,1,11,200,2,,,,,,,,,,
80021,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80022,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,1,1,28,220,2,,,,,,,,,,
80023,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80024,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80025,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,1,,,,,,,,1,,
80026,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80027,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80028,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,2,,,,,,,,,,
80029,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,2,2,0,2,,,,
80030,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80031,1,2,1,2,,2,2,2,,,2,2,3,2,2,,2,2,3,3,3,2,1,2,,,,,2,,,,,,,,,,
80032,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,,,,,,2,,,2,2,0,2,,,,
80033,1,2,2,1,2,1,1,2,2,,2,3,2,2,2,,2,2,4,4,3,1,1,1,1,2,182,250,2,,,,,,,,,,
80034,1,2,1,1,2,1,2,2,2,,,,,,,,,,4,4,,2,2,,,,,,2,,,,,,,,,,
80035,1,2,1,1,1,1,1,2,1,2,1,2,2,2,2,,2,2,4,4,3,1,1,1,7,1,5,251,1,2,,1,1,999,1,1,,,
80036,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,2,,,,,,,,,,
80037,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,,,,,,,,
80038,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,1,1,2,,,,,2,,,,,,,,,,
80039,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,1,1,12,189,1,1,1,1,1,24,1,2,,,
80040,2,3,3,2,,2,2,2,,,,,,,,,,,2,2,,2,7,,,,,,,,,,,,,,,,
