"SEQN","FSD032A","FSD032B","FSD032C","FSD032D","FSD032E","FSD032F","FSD041","FSD052","FSD061","FSD071","FSD081","FSD092","FSD102","FSD111","FSD122","FSD132","FSD141","FSD146","FSDHH","FSDAD","FSDCH","FSD151","FSQ400","FSQ410","FSQ420","FSQ430","FSQ440","FSQ450","FSQ460","FSQ470","FSQ480","FSQ490","FSQ500","FSQ510","FSQ520","FSQ170","FSD170N","FSD180","FSD190","FSD200","FSQ162","FSD650C","FSD660C","FSD670C","FSD650M","FSD660M","FSD670M"
25110,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,,,,,,,
25111,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,1,2,,,,,
25112,3,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,2,,2,2,2,,,,,,,,,2,0,2,,,2,,,,,,
25113,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,2,,,,,
25114,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,1,,,,,,
25115,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
25116,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25117,2,2,2,2,2,3,2,,2,2,2,,,,,,,,3,3,3,1,,,,,,,,2,2,2,2,,,2,0,2,,,2,,,,,,
25118,2,1,1,1,1,2,1,2,2,2,2,2,,2,2,,2,2,4,3,3,2,,,,,,,,1,1,2,2,,2,1,6,1,9,1,1,1,1,9,,,
25119,2,3,3,,,,1,3,2,2,2,2,,,,,,,2,2,,2,2,,2,2,2,,,,,,,,,1,1,2,,,2,,,,,,
25120,2,2,2,3,3,3,2,,2,2,2,,,,,,,,3,3,1,2,,,,,,,,2,2,2,2,,,2,0,2,,,2,2,,,,,
25121,2,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,,,,,,,,,,,,,,1,1,2,,,1,,,,,,
25122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25123,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25124,2,2,3,3,3,3,1,2,1,2,2,2,,2,2,,2,2,3,3,1,1,,,,,,,,2,2,2,2,,,1,1,2,,,1,2,,,,,
25125,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25126,2,2,3,2,3,3,1,2,1,2,2,2,,2,2,,2,2,3,3,2,2,,,,,,,,2,2,2,2,,,1,7,1,12,1,1,1,1,24,,,
25127,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,1,2,,,1,2,,,,,
25128,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,2,,,,,
25129,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,1,1,1,10,,,
25130,3,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,2,,2,2,2,,,,,,,,,2,0,2,,,2,,,,,,
25131,2,2,3,,,,2,,2,2,2,,,,,,,,2,2,,2,2,,2,2,2,,,,,,,,,2,0,2,,,2,,,,,,
25132,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,1,,,,1,2,48
25133,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25134,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,2,,,,,
25135,2,2,2,,,,2,,2,2,2,,,,,,,,3,3,,2,2,,2,2,2,,,,,,,,,1,1,1,11,1,2,,,,,,
25136,1,2,3,2,3,3,1,1,1,2,2,2,,2,2,,2,2,3,3,2,2,,,,,,,,2,2,2,2,,,2,0,2,,,2,2,,,,,
25137,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25138,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,1,,,,,,
25139,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25140,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,2,,,,,
25141,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,1,,,,,,
25142,2,2,3,,,,1,1,2,2,2,2,,,,,,,3,3,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
25143,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25145,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,1,1,2,2,,,
25146,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25147,2,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,2,,2,2,2,,,,,,,,,2,0,2,,,2,,,,,,
25148,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
25149,2,1,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,2,,2,2,2,,,,,,,,,2,0,2,,,2,,,,,,
25150,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
25151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25152,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,,,,,,,,2,2,2,2,,,2,0,2,,,2,2,,,,,
25153,3,3,3,2,3,3,2,,2,2,2,,,,,,,,2,1,2,2,,,,,,,,,,,,,,1,3,1,12,1,2,,,,,,
25154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,,,,,,,,
25155,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
25156,2,3,3,2,3,3,2,,2,2,2,,,,,,,,2,2,2,2,1,3,1,2,9,2,,,,,,,,1,4,2,,,1,,,,,,
25157,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25158,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,,,,,,,
25159,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25160,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,5,1,12,1,1,,,,,,
25161,2,3,3,,,,2,,2,2,2,,,,,,,,2,2,,2,1,3,2,2,2,2,,,,,,,,1,1,2,,,,,,,,,
25162,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25163,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25164,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25165,3,3,1,,,,1,3,1,2,2,2,,,,,,,3,3,,2,2,,2,2,2,,,,,,,,,2,0,2,,,2,,,,,,
25166,2,2,2,2,2,2,1,2,1,2,2,2,,2,2,,2,2,4,4,3,2,1,2,1,2,2,2,,,,,,,,2,0,2,,,2,,,,2,,
25167,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,,,,,,,
25168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,,2,2,,,,,
25169,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
25171,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,1,1,2,,,2,2,,,,,
25172,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,2,,,,,
25173,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,2,,,,2,,
25174,1,1,2,,,,2,,2,2,2,,,,,,,,3,3,,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25175,3,3,1,2,2,3,2,,2,2,2,,,,,,,,3,2,3,2,1,8,2,2,2,2,,,,,,,,2,0,2,,,2,,,,,,
25176,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25177,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25178,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,,,,,,,,,,,,,,1,6,1,12,1,2,,,,,,
25179,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,1,2,,,2,2,,,,,
25180,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
25181,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25182,2,2,2,3,3,3,2,,2,2,2,,,,,,,,3,3,1,2,,,,,,,,2,2,2,2,,,1,6,1,12,1,1,1,1,24,,,
25183,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
25184,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25185,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,,,,,,,
25186,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25187,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,1,,,,,,
25188,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25189,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
25190,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25191,2,2,2,2,2,3,1,2,1,1,1,1,3,1,2,,2,2,4,4,3,1,,,,,,,,2,2,2,2,,,1,1,2,,,1,1,1,6,,,
25192,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,,,,,,,
25193,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
25194,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25195,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25196,3,1,9,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25197,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
25198,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25199,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
25200,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25201,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,6,1,12,1,1,,,,1,1,12
25202,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,2,,,,,
25203,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
25204,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,2,,,,,
25205,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25206,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25207,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,1,,,,,,
25208,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,2,,,,,
25209,2,2,3,1,3,3,1,1,1,2,2,2,,2,2,,2,2,3,3,2,2,,,,,,,,2,2,2,2,,,2,0,2,,,2,,,,,,
25210,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25211,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,1,,,,,,
25212,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
25213,2,2,2,1,1,2,1,2,1,1,2,2,,1,2,,1,2,4,4,4,1,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25214,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,,,,,,,
25215,1,1,3,2,3,3,1,1,1,2,2,2,,2,2,,1,2,3,3,3,1,,,,,,,,1,2,2,2,,2,1,1,2,,,1,,,,,,
25216,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,1,1,1,12,1,,,,,,,
25217,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
25218,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,4,2,,,1,2,,,,,
25219,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25220,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,1,2,1,12,1,2,,,,,,
25221,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25222,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
25223,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
25224,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25225,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25226,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,1,2,,2,2,2,,,,,,,,,1,1,2,,,2,,,,,,
25227,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,1,,,,,,
25228,7,7,7,7,7,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,7,,,,,7,,,,,,
25229,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,1,,,,,,
25230,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,1,1,1,3,,,
25231,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
25232,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25233,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25234,2,1,1,,,,1,3,1,2,2,2,,,,,,,3,3,,1,2,,2,2,2,,,,,,,,,2,0,2,,,,,,,,,
25235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25236,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,1,2,,,1,,,,,,
25237,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,2,,,,,
25238,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,4,1,,,1,1,1,1,,,
25239,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25240,3,3,3,2,3,3,2,,2,2,2,,,,,,,,2,1,2,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25241,2,3,3,,,,2,,2,2,2,,,,,,,,2,2,,1,2,,2,2,2,,,,,,,,,1,1,1,12,1,,,,,,,
25242,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,2,,,,,
25243,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
25244,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25245,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,2,,
25246,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25247,1,2,2,,,,1,1,2,2,2,2,,,,,,,3,3,,1,2,,2,2,2,,,,,,,,,1,1,1,,,,,,,,,
25248,2,3,3,,,,2,,2,2,2,,,,,,,,2,2,,2,2,,2,2,2,,,,,,,,,2,0,2,,,,,,,,,
25249,2,2,2,2,2,3,2,,1,1,2,1,3,2,2,,1,2,4,4,3,1,,,,,,,,,,,,,,1,1,2,,,2,,,,,,
25250,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25251,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25252,1,1,3,3,3,3,1,2,1,2,2,2,,2,2,,2,2,3,3,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25253,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25254,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25255,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25256,3,3,2,2,2,3,1,1,2,2,2,2,,2,2,,2,2,3,3,3,2,2,,2,2,2,,,,,,,,,2,0,2,,,2,,,,,,
25257,2,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,,,,,,,,2,2,2,2,,,2,0,2,,,2,2,,,,,
25258,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
25259,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25260,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,2,,,,,
25261,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25262,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25263,2,2,2,2,2,2,2,,2,2,2,2,,2,2,,2,2,3,3,3,2,2,,2,2,2,,,,,,,,,2,0,2,,,1,,,,1,1,3
25264,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
25265,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,,,,,,,
25266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,,,,,,,,
25267,3,3,3,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,2,0,2,,,,,,,,,
25268,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,1,1,12,1,1,,,,1,1,10
25269,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25270,2,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25271,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,7,,,,,2,,,,,,
25272,2,2,2,2,2,3,1,1,1,1,1,2,,2,2,,2,2,4,4,3,1,,,,,,,,2,2,2,2,,,1,3,1,1,1,2,2,,,,,
25273,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25274,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25275,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25277,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,1,,,,1,1,10
25278,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25279,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
25280,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25281,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25282,1,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,1,,,,,,,,2,2,2,2,,,1,3,1,,,1,1,1,4,,,
25283,3,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25284,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25285,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25286,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25287,2,2,2,2,2,3,1,2,2,2,2,2,,2,2,,2,2,3,3,3,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25288,2,2,3,,,,1,1,2,2,2,2,,,,,,,3,3,,1,2,,2,2,2,,,,,,,,,2,0,2,,,,,,,,,
25289,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,,,,,,,
25290,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
25291,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25292,2,2,3,2,3,3,1,2,1,2,2,2,,2,2,,2,2,3,3,2,2,,,,,,,,2,2,2,2,,,1,7,1,12,1,1,,,,,,
25293,2,3,3,2,2,3,1,3,2,2,2,2,,2,2,,2,2,3,2,3,2,,,,,,,,2,2,2,2,,,2,0,2,,,2,2,,,,,
25294,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,1,2,,,1,,,,,,
25295,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,1,2,,,2,,,,,,
25296,2,2,2,2,2,2,2,,2,2,2,2,,2,2,,2,2,3,3,3,2,,,,,,,,,,,,,,1,1,2,,,2,2,,,,,
25297,3,2,2,2,2,2,2,,2,2,2,2,,2,2,,2,2,3,2,3,2,,,,,,,,2,2,2,2,,,2,0,2,,,2,1,1,6,,,
25298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25299,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
25300,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25301,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25302,2,2,3,1,3,3,1,3,1,1,2,2,,2,2,,2,2,3,3,2,2,2,,2,2,2,,,,,,,,,2,0,2,,,2,,,,,,
25303,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25304,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,1,2,,,2,2,,,,,
25305,1,1,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,1,2,,2,2,2,,,,,,,,,2,0,2,,,1,,,,,,
25306,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,,,,,,,
25307,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25308,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,1,2,,,1,1,2,12,,,
25309,3,3,2,,,,2,,2,2,2,,,,,,,,2,2,,1,1,8,1,2,2,2,,,,,,,,1,1,1,2,1,,,,,,,
25310,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,2,,,,,
25311,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,,2,2,4,4,3,2,2,,2,2,2,,,,,,,,,2,0,2,,,2,,,,,,
25312,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,1,,,,,,
25313,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
