"SEQN","FSD032A","FSD032B","FSD032C","FSD032D","FSD032E","FSD032F","FSD041","FSD052","FSD061","FSD071","FSD081","FSD092","FSD102","FSD111","FSD122","FSD132","FSD141","FSD146","FSDHH","FSDAD","FSDCH","FSD151","FSQ400","FSQ410","FSQ420","FSQ430","FSQ440","FSQ450","FSQ460","FSQ470","FSQ480","FSQ490","FSQ500","FSQ510","FSQ520","FSQ170","FSD170N","FSD180","FSD190","FSD200","FSQ162","FSD650C","FSD660C","FSD670C","FSD650M","FSD660M","FSD670M"
24905,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
24906,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
24907,1,1,1,1,1,1,1,1,1,1,1,2,,1,2,,2,2,4,4,3,2,1,4,1,1,2,1,1,,,,,,,2,0,2,,,1,,,,,,
24908,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,2,,
24909,2,2,2,1,1,1,1,1,1,1,2,2,,1,2,,2,2,4,4,3,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
24910,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
24911,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
24912,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,2,,
24913,1,2,2,2,2,3,2,,2,2,2,,,,,,,,3,3,3,2,2,,2,2,2,,,,,,,,,2,0,2,,,2,,,,,,
24914,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,,,,,,,
24915,1,2,2,2,2,3,1,2,1,1,2,2,,2,2,,2,2,4,4,3,1,2,,2,2,2,,,,,,,,,1,1,2,,,2,,,,,,
24916,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,1,1,2,,,2,,,,,,
24917,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,,,,,,,
24918,1,2,2,3,3,3,1,2,1,1,2,2,,2,2,,2,2,3,4,1,2,1,10,1,2,2,2,,,,,,,,1,3,1,11,1,1,,,,1,1,12
24919,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,1,1,1,11,,,
24920,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,1,1,2,,,1,,,,,,
24921,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,2,,,,2,,
24922,1,1,1,1,1,2,1,2,1,2,2,2,,2,2,,2,2,4,4,3,2,2,,2,2,2,,,,,,,,,2,0,2,,,2,,,,2,,
24923,3,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,,,,,,,,2,2,2,2,,,1,1,2,,,1,1,1,6,,,
24924,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
24925,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
24926,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,1,1,1,1,,,
24927,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
24928,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
24929,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,1,,,,,,
24930,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,9,,,,,,,,,,,
24931,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,1,2,,,2,1,1,12,,,
24932,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
24933,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,1,1,6,1,1,,,,,,
24934,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
24935,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
24936,2,2,2,2,3,3,1,2,2,2,2,2,,2,2,,2,2,3,3,2,2,,,,,,,,2,2,2,2,,,1,2,1,1,2,1,1,1,48,,,
24937,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,1,2,2,,,,,,,,,
24938,1,3,3,1,3,3,2,,2,2,2,,,,,,,,2,2,2,2,,,,,,,,2,2,2,2,,,1,1,2,,,2,,,,,,
24939,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,1,,,,,,
24940,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
24941,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,1,4,1,11,1,1,1,1,11,,,
24942,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
24943,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,1,1,1,12,,,
24944,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
24945,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,7,1,,,1,1,1,9,,,
24946,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,4,1,12,1,1,,,,,,
24947,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
24948,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
24949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,,,,,,,,
24950,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
24951,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
24952,9,9,9,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
24953,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,2,,2,2,2,,,,,,,,,2,0,2,,,2,,,,,,
24954,1,1,3,1,1,1,1,2,1,1,2,2,,2,2,,2,2,4,4,3,2,2,,2,2,2,,,,,,,,,2,0,2,,,2,,,,,,
24955,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
24956,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
24957,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,1,1,2,,,2,2,,,,,
24958,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
24959,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
24960,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,1,2,,,2,,,,,,
24961,2,2,3,,,,1,3,1,2,2,2,,,,,,,3,3,,1,2,,2,2,2,,,,,,,,,2,0,2,,,2,,,,,,
24962,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
24963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24964,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,,,,,,,
24965,2,2,2,2,2,2,2,,2,2,2,2,,2,2,,2,2,3,3,3,2,,,,,,,,2,2,2,2,,,2,0,2,,,2,,,,,,
24966,2,2,1,,,,1,1,1,1,1,1,1,,,,,,4,4,,1,1,8,1,1,1,1,1,,,,,,,1,1,1,8,1,2,,,,,,
24967,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,3,1,12,1,2,,,,,,
24968,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
24969,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
24970,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
24971,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
24972,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,1,,,,,,
24973,2,2,3,2,3,3,2,,2,2,2,,,,,,,,3,2,2,1,,,,,,,,2,2,2,2,,,2,0,2,,,1,1,1,6,,,
24974,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,1,1,1,24,,,
24975,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
24976,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,,1,2,4,4,4,2,1,3,1,2,2,2,,,,,,,,2,0,2,,,2,,,,,,
24977,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
24978,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
24979,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,1,,,,,,
24980,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
24981,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,2,,,,,
24982,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,1,,,,1,1,6
24983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
24984,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,1,,,,,,
24985,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
24986,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
24987,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,2,,
24988,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
24989,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,,,,,,,
24990,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
24991,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
24992,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
24993,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,1,2,,,1,1,1,12,,,
24994,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
24995,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
24996,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
24997,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,,,,,,,
24998,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,,,,,,,
24999,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25000,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25001,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25002,2,2,2,3,3,3,2,,2,2,2,,,,,,,,3,3,1,2,,,,,,,,2,2,2,2,,,2,0,2,,,1,1,1,1,,,
25003,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25004,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25005,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25006,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,,,,,,,
25007,2,2,3,2,3,3,2,,2,2,2,,,,,,,,3,2,2,2,,,,,,,,,,,,,,1,3,2,,,2,,,,,,
25008,2,2,3,2,2,2,2,,1,2,2,2,,2,2,,2,2,3,3,3,2,,,,,,,,2,2,2,2,,,2,0,2,,,1,1,1,9,,,
25009,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25010,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,2,,,,,
25011,1,1,1,,,,1,1,1,2,2,2,,,,,,,4,4,,1,2,,2,2,2,,,,,,,,,2,0,2,,,2,,,,,,
25012,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
25013,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25014,2,2,2,2,2,3,1,2,2,2,2,2,,2,2,,2,2,3,3,3,2,2,,2,2,2,,,,,,,,,2,0,2,,,1,,,,,,
25015,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25016,1,1,1,1,1,3,2,,1,1,2,2,,2,2,,2,2,3,3,3,1,,,,,,,,,,,,,,1,1,2,,,2,,,,,,
25017,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25018,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,1,,,,,,
25019,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25020,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
25021,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,4,1,12,1,,,,,,,
25022,2,2,2,2,2,2,1,2,1,2,2,2,,2,2,,2,2,4,4,3,1,,,,,,,,,,,,,,1,1,1,12,1,1,,,,2,,
25023,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25024,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,1,,,,,
25025,3,3,2,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,,,,,,,,2,2,2,2,,,2,0,2,,,2,,,,,,
25026,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25027,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25028,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25029,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25030,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,1,2,,,1,1,1,12,,,
25031,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,1,2,,,1,,,,,,
25032,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,,,,,,,
25033,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25034,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25035,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25036,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,2,,,,,
25037,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25038,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
25039,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,,,,,,,
25040,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,1,2,4,,,
25041,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
25042,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25043,2,2,3,,,,1,2,1,1,1,2,,,,,,,4,4,,2,1,2,1,1,2,2,,,,,,,,2,0,2,,,,,,,,,
25044,9,9,9,9,9,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,9,,,,,9,,,,,,
25045,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25046,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,,,,,,,,2,2,2,2,,,2,0,2,,,1,2,,,,,
25047,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,2,,,,,
25048,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25049,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25050,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
25051,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,1,1,1,24,,,
25052,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25053,1,2,1,1,2,3,1,2,1,1,2,1,3,2,2,,2,2,4,4,3,2,,,,,,,,1,1,2,2,,2,1,1,1,4,2,1,1,1,6,,,
25054,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
25055,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25056,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25057,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,,1,2,4,4,4,1,,,,,,,,,,,,,,1,2,1,2,1,2,,,,,,
25058,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25059,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,1,2,,,1,,,,,,
25060,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,1,2,,,1,,,,,,
25061,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25062,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,1,,,,,,
25063,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25064,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,,,,,,,
25065,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
25066,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,1,1,6,2,2,,,,,,
25067,2,3,1,,,,2,,2,2,2,,,,,,,,2,2,,2,2,,2,2,2,,,,,,,,,2,0,2,,,2,,,,,,
25068,3,2,3,2,3,3,2,,2,2,2,,,,,,,,2,2,2,2,2,,2,2,2,,,,,,,,,1,2,2,,,,,,,,,
25069,2,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,,,,,,,,2,2,2,2,,,1,1,2,,,2,2,,,,,
25070,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25071,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25072,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
25073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,,1,,,,,,
25074,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25075,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25076,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25077,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
25078,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,,,,,,,,
25080,1,1,2,2,2,3,1,2,1,2,2,2,,2,2,,2,2,4,4,3,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25081,2,2,2,,,,2,,2,2,2,,,,,,,,3,3,,2,2,,2,2,2,,,,,,,,,2,0,2,,,,,,,,,
25082,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,1,1,1,8,,,
25083,2,2,2,3,3,3,2,,2,2,2,,,,,,,,3,3,1,2,,,,,,,,2,2,2,2,,,1,1,2,,,1,1,1,22,,,
25084,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,,,,,,,
25085,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,1,,,,,,
25086,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
25087,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,2,,,,,
25088,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,,,,,,,
25089,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25090,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,1,3,1,12,1,1,,,,,,
25091,2,2,2,2,2,3,1,2,1,2,2,2,,2,2,,2,2,4,4,3,2,,,,,,,,,,,,,,1,6,1,12,1,2,,,,,,
25092,1,1,1,1,2,2,2,,2,2,2,2,,2,2,,2,2,3,3,3,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25093,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,2,,,,,
25094,9,9,9,9,9,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,1,4,1,12,1,1,,,,,,
25095,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,,,,,,,
25096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,,,,,,,,,
25097,2,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25098,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,1,2,2,,,1,1,1,1,,,
25099,2,2,2,2,2,2,2,,2,2,2,2,,2,2,,2,2,3,3,3,2,2,,1,2,2,2,,,,,,,,2,0,2,,,2,,,,,,
25100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25101,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25102,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,,,,,,,
25103,2,2,1,2,2,3,2,,2,2,2,,,,,,,,3,3,3,2,,,,,,,,,,,,,,1,3,1,12,1,2,,,,,,
25104,6,6,6,,,,6,6,6,6,6,6,6,,,,,,1,1,,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25105,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25106,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25107,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
25108,2,2,2,2,3,3,2,,2,2,2,,,,,,,,3,3,2,2,2,,2,2,2,,,,,,,,,2,0,2,,,1,,,,,,
25109,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,2,0,2,,,2,,,,,,
