"SEQN","OCD150","OCQ180","OCQ210","OCD230","OCD240","OCQ260","OCD270","OCQ290G","OCQ290Q","OCQ295","OCQ340","OCQ350","OCQ360","OCQ380","OCD390G","OCD390","OCD395","OCQ420","OCQ430","OCQ440","OCQ450","OCD470G","OCD470","OCD480"
21603,1,65,,37,1,1,144,2,,2,2,,,,2,,,,,,,,,
21605,1,50,,1,25,5,600,2,,2,1,1,6,,2,,,,,,,,,
21607,1,40,,98,36,1,2,2,,1,1,1,3,,2,,,,,,,,,
21610,4,,,,,,,,,,,,,3,3,,240,2,,,,,,
21611,1,21,2,33,22,1,16,2,,2,2,,,,1,31,120,,,,,,,
21613,1,65,,25,9,1,3,2,,2,2,,,,1,35,24,,,,,,,
21614,1,20,2,27,20,1,60,2,,2,2,,,,1,2,48,,,,,,,
21618,1,35,,26,31,5,6,2,,2,2,,,,1,31,336,,,,,,,
21619,4,,,,,,,,,,,,,3,1,12,60,2,,,,,,
21620,4,,,,,,,,,,,,,3,1,16,444,2,,,,,,
21621,4,,,,,,,,,,,,,4,1,19,360,2,,,,,,
21622,4,,,,,,,,,,,,,2,1,11,5,2,,,,,,
21623,4,,,,,,,,,,,,,3,1,14,96,2,,,,,,
21625,4,,,,,,,,,,,,,6,1,31,72,1,1,8,2,,,
21630,4,,,,,,,,,,,,,6,1,27,12,2,,,,,,
21632,1,19,2,33,20,5,360,2,,2,2,,,,2,,,,,,,,,
21634,4,,,,,,,,,,,,,2,4,,,,,,,,,
21635,4,,,,,,,,,,,,,3,1,24,252,2,,,,,,
21636,1,9,2,35,24,1,12,2,,2,1,1,4,,2,,,,,,,,,
21637,1,8,2,28,23,1,12,2,,2,2,,,,1,20,96,,,,,,,
21639,1,40,,29,11,1,12,2,,2,2,,,,1,17,24,,,,,,,
21640,4,,,,,,,,,,,,,2,4,,,,,,,,,
21642,4,,,,,,,,,,,,,2,1,11,6,2,,,,,,
21643,4,,,,,,,,,,,,,1,1,22,156,2,,,,,,
21644,1,32,2,5,31,1,60,2,,2,2,,,,2,,,,,,,,,
21645,1,40,,31,29,1,72,1,1,1,2,,,,3,,96,,,,,,,
21646,4,,,,,,,,,,,,,7,1,40,36,1,1,8,1,,,
21647,4,,,,,,,,,,,,,7,4,,,,,,,,,
21652,1,20,2,41,21,1,6,1,1,2,2,,,,1,21,108,,,,,,,
21654,1,12,1,34,37,1,4,2,,2,2,,,,1,7,216,,,,,,,
21655,4,,,,,,,,,,,,,6,1,6,420,1,1,8,2,,,
21656,1,31,2,24,39,5,18,1,1,2,1,2,,,2,,,,,,,,,
21658,1,40,,30,23,1,84,1,1,2,1,1,2,,1,15,144,,2,,,,,
21660,1,20,2,31,16,5,12,2,,2,1,2,,,1,25,240,,1,7,2,,,
21661,1,40,,4,30,4,36,2,,1,2,,,,2,,,,,,,,,
21663,1,65,,4,1,5,48,1,4,2,1,1,4,,2,,,,,,,,,
21664,1,40,,38,24,3,2,2,,2,1,2,,,1,24,2,,2,,,,,
21666,1,40,,39,22,1,84,2,,2,1,2,,,2,,,,,,,,,
21667,1,20,2,41,1,4,24,2,,2,2,,,,1,19,204,,,,,,,
21668,1,10,2,19,6,1,36,2,,2,2,,,,1,28,120,,,,,,,
21672,2,,2,35,31,5,84,2,,2,2,,,,2,,,,,,,,,
21675,1,40,,30,6,1,36,2,,2,2,,,,2,,,,,,,,,
21678,4,,,,,,,,,,,,,3,1,10,336,2,,,,,,
21681,1,30,1,33,17,1,12,2,,2,2,,,,1,23,36,,,,,,,
21682,4,,,,,,,,,,,,,7,1,25,480,1,1,4,1,,,
21683,1,36,,27,19,1,5,2,,2,2,,,,1,16,60,,,,,4,,
21685,1,40,,27,9,1,24,2,,2,2,,,,1,21,300,,,,,,,
21686,4,,,,,,,,,,,,,2,4,,,,,,,,,
21690,4,,,,,,,,,,,,,6,1,35,60,1,1,2,2,,,
21691,4,,,,,,,,,,,,,3,1,30,384,1,1,4,2,,,
21696,4,,,,,,,,,,,,,2,1,40,1,2,,,,,,
21699,1,32,2,4,30,5,288,2,,2,1,2,,,1,29,360,,2,,,,,
21700,1,9,2,40,13,1,24,2,,2,2,,,,2,,,,,,,4,,
21702,1,40,,39,4,3,12,2,,2,2,,,,2,,,,,,,,,
21703,1,85,,31,22,3,24,1,0,2,2,,,,2,,,,,,,4,,
21704,1,40,,28,39,1,72,2,,2,2,,,,1,34,108,,,,,,,
21705,1,30,1,4,29,1,2,1,8,2,2,,,,1,20,168,,,,,,,
21712,1,40,,38,22,1,48,2,,2,2,,,,1,22,312,,,,,,,
21714,1,40,,5,38,1,2,2,,1,2,,,,1,31,36,,,,,,,
21715,4,,,,,,,,,,,,,3,1,1,180,2,,,,,,
21719,1,40,,4,2,1,60,2,,2,2,,,,2,,,,,,,,,
21720,1,8,2,41,24,1,6,2,,2,1,2,,,2,,,,,,,,,
21721,3,,,,,,,,,,,,,,1,30,1,2,,,,,,
21723,1,6,2,25,35,1,2,1,3,2,2,,,,1,39,84,,,,,,,
21724,1,55,,4,30,1,204,2,,2,1,1,8,,2,,,,,,,,,
21726,1,24,1,33,17,1,240,2,,2,2,,,,2,,,,,,,,,
21728,1,48,,40,7,3,24,2,,2,2,,,,1,1,396,,,,,,,
21730,4,,,,,,,,,,,,,4,1,39,6,2,,,,,,
21733,4,,,,,,,,,,,,,77,1,26,84,2,,,,,,
21735,4,,,,,,,,,,,,,3,1,18,324,1,1,8,1,,,
21738,4,,,,,,,,,,,,,2,1,8,3,2,,,,,,
21740,1,54,,11,36,1,3,2,,1,1,2,,,1,25,168,,1,10,2,,,
21741,1,24,1,31,3,1,108,2,,2,2,,,,2,,,,,,,,,
21746,4,,,,,,,,,,,,,1,1,24,276,1,2,,,,,
21747,4,,,,,,,,,,,,,7,1,11,42,2,,,,4,,
21748,4,,,,,,,,,,,,,6,1,5,156,2,,,,,,
21752,4,,,,,,,,,,,,,2,1,1,60,1,1,4,2,4,,
21757,1,66,,25,30,1,168,1,10,2,1,1,6,,2,,,,,,,,,
21758,1,40,,15,33,1,1,2,,2,2,,,,1,17,7,,,,,,,
21759,1,25,2,27,11,1,24,1,3,2,2,,,,2,,,,,,,,,
21760,1,16,2,27,21,1,1,1,2,2,2,,,,1,21,18,,,,,,,
21762,4,,,,,,,,,,,,,3,1,24,360,2,,,,,,
21764,4,,,,,,,,,,,,,2,1,24,6,1,1,8,2,,,
21768,4,,,,,,,,,,,,,3,1,40,216,2,,,,,,
21769,1,43,,13,34,1,36,2,,1,1,1,8,,2,,,,,,,,,
21771,4,,,,,,,,,,,,,2,4,,,,,,,,,
21772,1,40,,31,18,1,2,2,,2,2,,,,1,7,180,,,,,,,
21773,4,,,,,,,,,,,,,3,1,40,120,2,,,,,,
21774,4,,,,,,,,,,,,,7,1,34,12,1,1,6,1,,,
21776,4,,,,,,,,,,,,,2,4,,,,,,,,,
21777,4,,,,,,,,,,,,,1,1,11,204,2,,,,,,
21779,1,46,,7,3,1,240,2,,2,2,,,,2,,,,,,,,,
21780,1,40,,39,22,1,4,1,2,2,2,,,,1,11,24,,,,,,,
21781,1,45,,3,29,1,168,2,,1,1,1,1,,2,,,,,,,,,
21782,1,8,2,33,22,1,2,2,,2,1,2,,,1,40,216,,1,8,2,,,
21783,1,20,2,19,10,1,6,1,1,2,2,,,,1,11,36,,,,,,,
21785,4,,,,,,,,,,,,,3,1,15,264,2,,,,,,
21788,1,55,,5,31,5,24,1,1,1,1,1,1,,2,,,,,,,,,
21789,4,,,,,,,,,,,,,6,1,15,288,2,,,,,,
21790,4,,,,,,,,,,,,,6,1,12,120,2,,,,,,
21791,1,40,,28,9,1,48,2,,2,1,2,,,1,25,120,,1,5,1,,,
21792,4,,,,,,,,,,,,,1,1,32,420,1,1,8,1,,,
21793,1,18,2,40,1,1,1,2,,2,1,2,,,1,18,4,,1,7,2,,,
21794,1,20,2,2,27,1,4,1,0,2,2,,,,1,32,540,,,,,,,
21795,1,55,,36,1,4,84,2,,2,1,2,,,1,11,120,,2,,,4,,
21796,1,60,,27,1,5,24,2,,2,2,,,,1,1,264,,,,,,,
21799,4,,,,,,,,,,,,,6,4,,,,,,,,,
21802,1,36,,27,21,1,48,1,1,2,2,,,,2,,,,,,,,,
21806,1,40,,43,18,3,48,2,,2,2,,,,2,,,,,,,,,
21807,4,,,,,,,,,,,,,2,4,,,,,,,,,
21811,4,,,,,,,,,,,,,7,1,14,1,2,,,,,,
21812,4,,,,,,,,,,,,,1,1,5,72,2,,,,4,,
21813,4,,,,,,,,,,,,,6,4,,,,,,,,,
21817,1,93,,19,29,1,48,2,,1,1,2,,,1,29,300,,2,,,,,
21819,4,,,,,,,,,,,,,6,1,15,12,1,1,6,2,,,
21823,1,40,,4,1,5,6,1,2,1,2,,,,2,,,,,,,2,,
21824,1,45,,28,10,1,12,2,,2,2,,,,2,,,,,,,,,
21825,1,35,,8,13,1,12,2,,2,2,,,,1,20,60,,,,,,,
21829,1,42,,18,35,1,18,2,,2,2,,,,1,16,48,,,,,,,
21831,1,40,,44,3,2,420,2,,2,2,,,,2,,,,,,,,,
21832,1,37,,23,31,1,24,2,,2,2,,,,1,31,252,,,,,,,
21833,4,,,,,,,,,,,,,2,4,,,,,,,,,
21834,1,50,,31,3,1,72,2,,2,2,,,,2,,,,,,,,,
21836,4,,,,,,,,,,,,,4,1,16,72,1,2,,,,,
21838,1,40,,4,37,77,84,2,,2,2,,,,2,,,,,,,,,
21841,1,40,,31,18,4,24,1,3,1,2,,,,2,,,,,,,,,
21842,1,50,,17,35,1,32,2,,2,2,,,,1,11,120,,,,,4,,
21844,4,,,,,,,,,,,,,2,1,21,7,2,,,,4,,
21845,1,30,1,29,10,5,120,2,,2,2,,,,2,,,,,,,,,
21848,1,112,,27,1,5,3,1,16,2,2,,,,1,7,180,,,,,,,
21849,4,,,,,,,,,,,,,6,1,22,96,2,,,,,,
21850,4,,,,,,,,,,,,,2,4,,,,,,,,,
21852,1,40,,5,36,1,30,2,,2,1,1,7,,2,,,,,,,,,
21854,4,,,,,,,,,,,,,1,1,11,108,2,,,,,,
21855,1,45,,19,6,1,108,2,,2,2,,,,2,,,,,,,4,,
21857,1,40,,7,38,1,6,2,,2,2,,,,2,,,,,,,,,
21858,4,,,,,,,,,,,,,1,1,9,48,2,,,,,,
21859,4,,,,,,,,,,,,,3,1,17,216,2,,,,,,
21860,4,,,,,,,,,,,,,3,1,36,600,2,,,,,,
21861,1,40,,34,13,1,36,2,,2,2,,,,2,,,,,,,,,
21862,1,20,1,40,5,3,48,1,1,2,2,,,,2,,,,,,,,,
21864,4,,,,,,,,,,,,,3,1,17,180,2,,,,,,
21865,1,20,2,32,35,1,12,1,1,2,1,2,,,1,2,540,,1,4,2,,,
21866,1,40,,21,23,1,1,1,4,2,1,1,2,,1,18,24,,2,,,4,,
21868,1,12,2,22,39,1,24,2,,2,2,,,,2,,,,,,,,,
21869,1,80,,13,34,1,0,2,,2,1,2,,,1,1,30,,2,,,,,
21870,1,40,,42,14,1,36,2,,2,2,,,,2,,,,,,,,,
21871,1,40,,37,14,1,180,2,,2,1,1,1,,2,,,,,,,,,
21872,4,,,,,,,,,,,,,2,1,15,3,2,,,,,,
21873,4,,,,,,,,,,,,,1,1,14,60,2,,,,,,
21874,4,,,,,,,,,,,,,3,1,40,300,1,1,8,1,,,
21877,1,49,,31,8,1,1,2,,2,2,,,,2,,,,,,,,,
21878,4,,,,,,,,,,,,,3,1,8,300,1,1,4,2,,,
21882,1,12,2,40,14,3,6,2,,2,2,,,,2,,,,,,,,,
21885,4,,,,,,,,,,,,,7,1,27,48,2,,,,,,
21886,1,44,,21,16,1,0,2,,2,1,2,,,1,29,180,,1,10,1,3,,45
21888,1,20,2,43,16,2,10,2,,2,1,2,,,2,,,,,,,,,
21889,1,40,,35,24,1,10,2,,2,2,,,,2,,,,,,,,,
21890,1,20,2,27,19,1,6,2,,2,2,,,,2,,,,,,,,,
21892,1,50,,4,40,1,5,1,8,2,2,,,,1,26,36,,,,,,,
21893,4,,,,,,,,,,,,,2,1,11,8,2,,,,,,
21894,4,,,,,,,,,,,,,3,1,21,480,2,,,,,,
21895,4,,,,,,,,,,,,,2,4,,,,,,,,,
21896,4,,,,,,,,,,,,,3,1,24,432,2,,,,,,
21897,1,32,2,37,22,1,24,2,,2,1,2,,,1,12,120,,2,,,,,
21898,4,,,,,,,,,,,,,3,1,16,276,2,,,,,,
21901,1,40,,2,27,4,12,2,,2,2,,,,1,26,300,,,,,,,
21905,4,,,,,,,,,,,,,3,1,39,240,2,,,,,,
21907,4,,,,,,,,,,,,,3,1,30,360,2,,,,,,
21909,4,,,,,,,,,,,,,3,1,32,24,2,,,,,,
21910,4,,,,,,,,,,,,,3,1,29,480,2,,,,,,
21912,4,,,,,,,,,,,,,2,1,13,12,2,,,,,,
21913,1,40,,22,39,1,18,2,,1,1,1,8,,1,25,420,,1,9,2,,,
21915,4,,,,,,,,,,,,,3,1,31,444,1,1,10,1,,,
21920,4,,,,,,,,,,,,,2,1,16,2,2,,,,,,
21922,1,3,2,8,23,1,120,2,,2,2,,,,2,,,,,,,,,
21923,1,28,2,17,39,1,24,2,,2,2,,,,2,,,,,,,,,
21924,4,,,,,,,,,,,,,6,1,23,240,2,,,,,,
21926,1,40,,31,16,1,18,2,,2,2,,,,1,19,120,,,,,2,,
21927,4,,,,,,,,,,,,,1,4,,,,,,,,,
21928,1,30,1,42,7,5,12,2,,2,2,,,,2,,,,,,,4,,
21929,1,50,,21,39,1,4,2,,2,2,,,,1,14,144,,,,,,,
21930,4,,,,,,,,,,,,,2,4,,,,,,,,,
21933,4,,,,,,,,,,,,,1,1,22,84,2,,,,,,
21934,4,,,,,,,,,,,,,3,1,30,336,1,1,1,1,,,
21935,1,35,,39,22,1,4,2,,2,2,,,,2,,,,,,,,,
21941,1,40,,16,15,1,18,2,,1,2,,,,2,,,,,,,,,
21942,1,37,,15,1,1,120,2,,2,2,,,,2,,,,,,,,,
21943,1,32,2,27,21,1,15,1,1,2,2,,,,1,37,24,,,,,,,
21944,1,30,2,27,20,1,7,2,,2,2,,,,1,21,18,,,,,,,
21945,4,,,,,,,,,,,,,2,4,,,,,,,,,
21949,1,45,,7,1,1,24,1,1,2,2,,,,1,1,72,,,,,,,
21950,4,,,,,,,,,,,,,2,4,,,,,,,,,
21951,4,,,,,,,,,,,,,2,4,,,,,,,,,
21952,4,,,,,,,,,,,,,5,4,,,,,,,,,
21954,4,,,,,,,,,,,,,3,1,6,12,2,,,,,,
21956,4,,,,,,,,,,,,,3,1,10,372,2,,,,,,
21957,1,35,,4,30,5,36,2,,2,1,1,2,,1,1,156,,2,,,,,
21958,4,,,,,,,,,,,,,3,1,16,468,2,,,,,,
21962,1,45,,43,18,4,216,2,,1,1,2,,,2,,,,,,,,,
21966,1,30,2,24,19,1,7,1,1,2,1,2,,,1,22,24,,2,,,,,
21972,1,40,,11,33,1,204,2,,1,1,1,10,,2,,,,,,,,,
21974,4,,,,,,,,,,,,,5,1,2,120,2,,,,,,
21975,4,,,,,,,,,,,,,2,1,8,7,2,,,,,,
21978,4,,,,,,,,,,,,,3,1,12,360,2,,,,,,
21980,4,,,,,,,,,,,,,2,1,11,6,2,,,,,,
21981,4,,,,,,,,,,,,,3,1,17,600,2,,,,,,
21982,4,,,,,,,,,,,,,3,1,4,60,2,,,,,,
21983,1,8,2,35,13,1,12,2,,2,2,,,,2,,,,,,,,,
21986,4,,,,,,,,,,,,,3,1,20,180,2,,,,,,
21987,1,20,2,42,16,2,60,2,,2,2,,,,1,4,480,,,,,,,
21988,4,,,,,,,,,,,,,2,1,6,2,2,,,,,,
21991,1,8,1,4,30,1,24,2,,2,1,1,3,,2,,,,,,,,,
21992,4,,,,,,,,,,,,,6,1,27,24,2,,,,,,
21993,4,,,,,,,,,,,,,3,1,31,360,2,,,,,,
21994,4,,,,,,,,,,,,,3,1,1,240,1,2,,,,,
21995,1,45,,10,15,1,36,1,1,2,2,,,,2,,,,,,,,,
21996,1,85,,5,35,1,144,1,1,2,1,2,,,2,,,,,,,,,
21999,4,,,,,,,,,,,,,3,1,5,24,2,,,,,,
22000,4,,,,,,,,,,,,,1,4,,,,,,,,,
22002,1,32,1,38,8,1,36,1,1,2,2,,,,2,,,,,,,,,
22004,4,,,,,,,,,,,,,1,1,22,36,2,,,,,,
22005,4,,,,,,,,,,,,,1,1,38,120,2,,,,,,
22007,4,,,,,,,,,,,,,3,1,35,600,2,,,,,,
22008,1,10,2,40,13,1,3,2,,2,2,,,,1,7,15,,,,,,,
22009,4,,,,,,,,,,,,,3,1,14,168,2,,,,,,
22011,4,,,,,,,,,,,,,3,1,16,420,2,,,,,,
22012,1,40,,9,10,1,8,2,,2,2,,,,2,,,,,,,4,,
22013,1,33,2,37,7,1,8,2,,2,2,,,,2,,,,,,,,,
22014,4,,,,,,,,,,,,,3,1,34,240,2,,,,,,
22018,4,,,,,,,,,,,,,3,1,33,360,1,1,3,1,,,
22019,1,40,,23,11,1,6,2,,2,2,,,,2,,,,,,,,,
22020,4,,,,,,,,,,,,,1,1,11,120,2,,,,,,
22021,1,40,,27,21,1,24,1,6,2,1,1,2,,2,,,,,,,4,,
22023,1,29,1,33,17,1,324,1,8,2,2,,,,2,,,,,,,2,,
22024,4,,,,,,,,,,,,,3,1,14,252,2,,,,,,
22025,1,36,,38,4,1,12,2,,2,2,,,,2,,,,,,,,,
22028,4,,,,,,,,,,,,,3,1,9,600,2,,,,,,
22029,4,,,,,,,,,,,,,2,4,,,,,,,,,
22034,4,,,,,,,,,,,,,1,1,38,84,1,1,8,1,,,
22035,1,20,2,27,11,1,5,2,,2,2,,,,2,,,,,,,4,,
22042,1,27,1,28,35,1,0,2,,2,1,2,,,1,9,120,,2,,,,,
22043,1,40,,13,34,1,72,2,,1,1,1,12,,2,,,,,,,,,
22045,1,40,,15,3,1,216,2,,1,1,2,,,3,,264,,1,2,1,,,
22047,4,,,,,,,,,,,,,3,1,23,36,2,,,,,,
22048,4,,,,,,,,,,,,,3,1,21,168,2,,,,,,
22049,1,30,2,25,35,1,48,2,,2,2,,,,1,1,408,,,,,,,
22050,4,,,,,,,,,,,,,2,1,5,18,2,,,,,,
22051,4,,,,,,,,,,,,,2,1,16,12,2,,,,,,
22055,1,63,,28,11,1,132,2,,2,2,,,,2,,,,,,,,,
22056,4,,,,,,,,,,,,,1,4,,,,,,,,,
22058,4,,,,,,,,,,,,,3,1,6,300,1,2,,,,,
22059,1,55,,38,4,5,36,2,,2,2,,,,2,,,,,,,,,
22062,4,,,,,,,,,,,,,6,1,27,72,2,,,,3,,30
22063,1,40,,38,22,1,6,2,,2,2,,,,1,16,48,,,,,,,
22064,1,50,,31,16,1,60,2,,2,2,,,,2,,,,,,,,,
22067,1,32,1,23,39,1,2,2,,2,2,,,,2,,,,,,,,,
22068,1,35,,18,40,1,24,2,,2,1,1,7,,2,,,,,,,,,
22069,4,,,,,,,,,,,,,3,1,23,60,2,,,,,,
22070,1,50,,40,5,4,48,2,,2,2,,,,2,,,,,,,4,,
22071,4,,,,,,,,,,,,,3,1,9,120,2,,,,,,
22075,1,50,,30,1,1,228,2,,2,2,,,,2,,,,,,,,,
22080,4,,,,,,,,,,,,,2,1,23,1,2,,,,,,
22081,4,,,,,,,,,,,,,2,1,21,12,2,,,,,,
22083,1,40,,36,40,1,60,2,,2,2,,,,2,,,,,,,,,
22084,4,,,,,,,,,,,,,2,4,,,,,,,,,
22085,4,,,,,,,,,,,,,3,1,30,624,2,,,,,,
22088,4,,,,,,,,,,,,,3,1,32,240,2,,,,,,
22090,4,,,,,,,,,,,,,6,1,20,240,2,,,,4,,
22091,1,12,2,40,14,1,84,2,,2,2,,,,1,6,240,,,,,,,
22093,1,45,,37,14,1,312,2,,2,2,,,,2,,,,,,,2,,
22094,4,,,,,,,,,,,,,1,4,,,,,,,,,
22095,1,40,,27,23,1,3,2,,2,2,,,,1,33,96,,,,,,,
22096,4,,,,,,,,,,,,,3,1,31,300,1,1,8,1,,,
22098,1,43,,19,16,1,84,2,,2,2,,,,2,,,,,,,,,
22103,1,60,,15,29,5,360,2,,2,1,1,4,,2,,,,,,,,,
22104,4,,,,,,,,,,,,,3,1,11,72,2,,,,,,
22105,4,,,,,,,,,,,,,3,1,35,600,2,,,,,,
22106,4,,,,,,,,,,,,,2,1,11,12,2,,,,,,
22107,1,43,,9,35,1,6,2,,2,2,,,,2,,,,,,,,,
22108,1,40,,41,24,1,18,2,,2,2,,,,2,,,,,,,,,
22109,4,,,,,,,,,,,,,3,1,31,120,2,,,,,,
22110,4,,,,,,,,,,,,,3,1,30,540,1,1,8,1,,,
22111,1,55,,22,40,1,24,2,,2,2,,,,1,26,60,,,,,,,
22114,4,,,,,,,,,,,,,7,1,11,12,2,,,,,,
22115,1,40,,10,31,1,48,2,,1,2,,,,2,,,,,,,,,
22122,4,,,,,,,,,,,,,3,1,34,156,1,1,2,1,,,
22123,4,,,,,,,,,,,,,2,4,,,,,,,,,
22126,4,,,,,,,,,,,,,3,1,9,360,2,,,,,,
22127,4,,,,,,,,,,,,,1,1,4,348,2,,,,,,
22129,1,80,,27,1,1,84,1,8,2,1,2,,,2,,,,,,,4,,
22131,1,40,,36,16,1,12,2,,2,2,,,,1,5,24,,,,,1,11,28
22132,4,,,,,,,,,,,,,2,4,,,,,,,,,
22134,4,,,,,,,,,,,,,3,1,5,420,2,,,,,,
22136,4,,,,,,,,,,,,,6,1,26,300,2,,,,,,
22137,4,,,,,,,,,,,,,3,1,14,360,2,,,,,,
22139,1,37,,44,8,4,348,2,,2,2,,,,2,,,,,,,,,
22140,4,,,,,,,,,,,,,4,1,5,36,2,,,,,,
22141,4,,,,,,,,,,,,,2,4,,,,,,,,,
22142,4,,,,,,,,,,,,,6,1,28,360,1,1,8,2,,,
22143,1,45,,31,1,1,24,2,,2,2,,,,2,,,,,,,1,1,19
22144,4,,,,,,,,,,,,,3,1,31,420,1,1,8,1,,,
22146,4,,,,,,,,,,,,,6,1,20,300,2,,,,,,
22149,1,40,,40,23,3,300,2,,2,1,2,,,1,20,300,,1,3,2,,,
22150,1,40,,29,2,1,8,2,,2,2,,,,2,,,,,,,,,
22153,1,40,,4,30,1,120,2,,1,1,2,,,2,,,,,,,,,
22162,1,48,,40,5,1,84,2,,2,2,,,,2,,,,,,,,,
22163,1,40,,43,18,4,36,2,,2,2,,,,2,,,,,,,4,,
22164,1,55,,40,7,4,9,2,,2,2,,,,1,2,48,,,,,,,
22165,4,,,,,,,,,,,,,6,1,28,84,1,2,,,,,
22166,4,,,,,,,,,,,,,2,4,,,,,,,,,
22168,1,30,2,27,11,1,18,2,,2,2,,,,2,,,,,,,,,
22171,1,12,2,36,11,1,24,1,12,2,1,1,12,,2,,,,,,,4,,
22175,4,,,,,,,,,,,,,2,4,,,,,,,,,
22176,1,45,,42,3,1,30,2,,2,1,2,,,2,,,,,,,,,
22177,4,,,,,,,,,,,,,3,1,9,204,2,,,,,,
22179,1,25,2,18,40,1,2,2,,1,2,,,,1,11,36,,,,,,,
22180,1,35,,37,4,1,132,2,,2,1,2,,,1,37,6,,1,8,2,4,,
22182,1,40,,20,16,4,408,2,,2,2,,,,2,,,,,,,,,
22183,4,,,,,,,,,,,,,3,1,13,36,2,,,,,,
22185,1,38,,19,16,1,5,1,8,2,2,,,,1,11,36,,,,,,,
22186,1,44,,32,28,1,3,1,6,2,1,1,8,,2,,,,,,,,,
22188,4,,,,,,,,,,,,,3,1,39,168,2,,,,,,
22193,4,,,,,,,,,,,,,5,1,35,24,2,,,,,,
22194,1,40,,18,1,1,300,2,,1,1,1,2,,2,,,,,,,,,
22195,1,42,,20,15,4,96,1,1,2,1,2,,,1,31,216,,1,8,2,,,
22197,1,62,,4,36,1,48,2,,1,1,1,8,,1,30,120,,1,10,1,1,30,4
22198,1,40,,25,9,1,36,1,7,2,2,,,,2,,,,,,,,,
22199,1,50,,2,16,1,60,2,,2,2,,,,1,9,132,,,,,,,
22202,4,,,,,,,,,,,,,3,1,12,480,2,,,,,,
22203,1,40,,38,22,1,96,1,12,2,2,,,,2,,,,,,,2,,
22206,1,32,2,35,24,5,36,2,,2,2,,,,1,11,60,,,,,,,
22208,4,,,,,,,,,,,,,2,4,,,,,,,,,
22210,1,40,,32,33,1,300,2,,1,1,2,,,2,,,,,,,,,
22211,4,,,,,,,,,,,,,7,1,41,72,1,1,9,1,,,
22213,4,,,,,,,,,,,,,3,1,16,156,2,,,,,,
22214,1,20,2,24,11,1,0,2,,2,2,,,,2,,,,,,,,,
22215,4,,,,,,,,,,,,,7,1,39,84,2,,,,,,
22216,1,45,,27,1,1,192,1,3,2,2,,,,2,,,,,,,,,
22217,4,,,,,,,,,,,,,2,1,19,8,2,,,,,,
22219,4,,,,,,,,,,,,,6,1,31,384,1,1,8,2,,,
22220,1,40,,40,5,3,36,2,,2,2,,,,1,7,252,,,,,,,
22222,1,40,,38,4,1,228,2,,2,2,,,,2,,,,,,,,,
22224,4,,,,,,,,,,,,,3,4,,,,,,,,,
22226,4,,,,,,,,,,,,,1,4,,,,,,,,,
22230,1,72,,27,20,1,3,1,1,2,2,,,,2,,,,,,,4,,
22231,4,,,,,,,,,,,,,3,1,10,312,2,,,,,,
22234,1,40,,24,9,1,96,1,3,2,2,,,,1,9,96,,,,,,,
22236,1,60,,9,8,1,1,2,,1,1,1,1,,2,,,,,,,,,
22239,4,,,,,,,,,,,,,3,1,24,360,2,,,,,,
22241,1,10,2,35,24,5,144,2,,2,2,,,,2,,,,,,,,,
22243,1,45,,41,24,1,120,2,,2,2,,,,2,,,,,,,,,
22245,4,,,,,,,,,,,,,3,1,30,312,1,1,4,2,,,
22246,4,,,,,,,,,,,,,7,1,33,3,2,,,,,,
22248,1,25,1,35,24,5,240,2,,2,2,,,,2,,,,,,,,,
22249,1,30,1,32,28,5,192,1,1,2,1,1,2,,2,,,,,,,,,
22251,1,56,,23,9,1,84,2,,2,2,,,,2,,,,,,,,,
22252,1,65,,29,1,1,24,2,,2,2,,,,2,,,,,,,,,
22253,4,,,,,,,,,,,,,3,1,29,516,1,1,14,1,,,
22254,4,,,,,,,,,,,,,1,4,,,,,,,,,
22255,1,40,,43,16,4,24,2,,2,2,,,,1,16,324,,,,,,,
22259,4,,,,,,,,,,,,,2,4,,,,,,,,,
22261,1,40,,38,13,1,36,2,,2,2,,,,2,,,,,,,,,
22264,1,80,,4,36,4,36,1,1,2,1,1,9,,1,28,300,,1,8,2,,,
22265,4,,,,,,,,,,,,,2,1,11,5,2,,,,,,
22267,4,,,,,,,,,,,,,1,4,,,,,,,,,
22268,4,,,,,,,,,,,,,3,1,5,240,2,,,,,,
22270,4,,,,,,,,,,,,,3,1,30,336,1,2,,,,,
22271,4,,,,,,,,,,,,,7,1,14,36,2,,,,,,
22272,1,60,,40,1,4,252,2,,2,2,,,,2,,,,,,,,,
22274,4,,,,,,,,,,,,,2,4,,,,,,,,,
22275,1,37,,30,10,1,288,2,,2,2,,,,2,,,,,,,,,
22277,4,,,,,,,,,,,,,2,4,,,,,,,,,
22278,4,,,,,,,,,,,,,3,1,30,144,2,,,,,,
22279,4,,,,,,,,,,,,,3,1,16,72,2,,,,,,
22280,4,,,,,,,,,,,,,1,1,11,12,1,2,,,,,
22283,1,50,,34,1,5,24,2,,2,2,,,,2,,,,,,,,,
22284,4,,,,,,,,,,,,,1,4,,,,,,,,,
22285,1,48,,14,31,1,276,2,,2,1,1,2,,2,,,,,,,,,
22287,1,16,1,29,14,1,8,1,2,2,2,,,,1,14,468,,,,,,,
22289,4,,,,,,,,,,,,,3,1,5,216,2,,,,,,
22291,4,,,,,,,,,,,,,1,1,11,24,2,,,,,,
22292,1,41,,17,16,1,1,2,,2,2,,,,2,,,,,,,,,
