"SEQN","OCD150","OCD180","OCQ210","OCD230","OCD240","OCQ260","OCD270","OCQ290G","OCQ290Q","OCD310B","OCQ340","OCQ350","OCQ360","OCQ380","OCD390G","OCD390","OCD395","OCQ420","OCQ430","OCQ440","OCQ450","OCQ470G","OCD470","OCD480"
16133,1,45,,42,7,1,42,2,,2,1,2,,,2,,,,,,,,,
16134,4,,,,,,,,,,,,,1,4,,,,,,,,,
16135,1,55,,4,30,1,9,2,,1,1,1,10,,2,,,,,,,,,
16137,1,60,,27,1,6,84,1,10,,1,1,4,,1,11,240,,2,,,,,
16138,1,40,,40,14,4,12,2,,2,2,,,,1,16,24,,,,,,,
16140,1,40,,4,31,1,216,1,8,,1,1,8,,2,,,,,,,,,
16142,4,,,,,,,,,,,,,6,1,31,24,2,,,,,,
16144,4,,,,,,,,,,,,,3,1,29,240,2,,,,,,
16146,4,,,,,,,,,,,,,3,1,1,180,1,1,1,2,,,
16149,1,45,,4,30,1,48,1,1,1,1,1,7,,2,,,,,,,,,
16150,1,40,,40,1,3,120,2,,,1,2,,,2,,,,,,,,,
16153,1,6,2,18,16,1,12,2,,,2,,,,2,,,,,,,,,
16155,4,,,,,,,,,,,,,3,1,21,420,1,1,4,2,,,
16156,4,,,,,,,,,,,,,3,1,14,384,2,,,,,,
16157,4,,,,,,,,,,,,,3,1,33,300,1,1,8,1,,,
16158,4,,,,,,,,,,,,,4,1,16,72,2,,,,4,,
16160,3,,,,,,,,,,,,,,1,24,4,1,2,,,,,
16161,3,,,,,,,,,,,,,,1,3,12,2,,,,,,
16163,1,40,,28,9,1,408,2,,2,1,1,4,,2,,,,,,,,,
16165,4,,,,,,,,,,,,,2,1,37,48,2,,,,,,
16169,4,,,,,,,,,,,,,7,1,11,24,,,,,,,
16170,4,,,,,,,,,,,,,1,1,16,96,2,,,,,,
16174,4,,,,,,,,,,,,,2,1,21,7,,,,,,,
16176,4,,,,,,,,,,,,,3,1,28,300,1,1,7,2,,,
16179,4,,,,,,,,,,,,,3,1,20,60,2,,,,,,
16180,1,50,,44,1,4,36,2,,,2,,,,1,1,240,,,,,,,
16181,1,40,,4,37,1,4,2,,2,2,,,,2,,,,,,,,,
16182,1,20,2,39,22,1,36,2,,2,1,2,,,1,33,240,,1,8,1,,,
16183,1,12,2,26,11,1,3,2,,,2,,,,2,,,,,,,,,
16184,1,30,2,26,9,1,18,2,,2,2,,,,2,,,,,,,,,
16186,4,,,,,,,,,,,,,3,1,19,120,2,,,,,,
16187,4,,,,,,,,,,,,,3,1,33,396,2,,,,,,
16188,4,,,,,,,,,,,,,3,1,14,360,2,,,,,,
16190,1,45,,23,9,1,18,2,,2,1,1,1,,1,41,288,,1,5,1,,,
16192,1,40,,4,35,1,1,2,,2,2,,,,2,,,,,,,,,
16193,4,,,,,,,,,,,,,3,1,36,240,1,1,8,1,,,
16199,1,40,,40,1,3,48,1,1,2,2,,,,2,,,,,,,,,
16200,1,45,,30,10,5,276,2,,2,2,,,,2,,,,,,,,,
16201,1,6,2,33,17,1,36,2,,2,2,,,,1,11,84,,,,,,,
16202,1,35,,27,19,1,60,2,,2,1,2,,,2,,,,,,,,,
16203,4,,,,,,,,,,,,,3,1,35,360,2,,,,,,
16204,1,20,2,40,24,3,24,2,,,2,,,,2,,,,,,,,,
16205,4,,,,,,,,,,,,,1,1,12,60,,,,,,,
16206,4,,,,,,,,,,,,,4,1,38,180,2,,,,,,
16207,4,,,,,,,,,,,,,1,1,21,240,1,1,5,2,,,
16210,4,,,,,,,,,,,,,1,4,,,,,,,,,
16211,1,55,,4,36,1,372,1,1,1,1,1,1,,2,,,,,,,,,
16212,4,,,,,,,,,,,,,4,4,,,,,,,,,
16213,1,40,,27,21,1,0,2,,2,1,2,,,1,24,60,,2,,,1,18,30
16214,1,60,,43,7,4,168,2,,,2,,,,2,,,,,,,4,,
16215,4,,,,,,,,,,,,,3,1,11,156,1,2,,,,,
16216,1,45,,41,24,5,12,2,,2,1,1,1,,1,19,132,,2,,,4,,
16217,4,,,,,,,,,,,,,3,1,16,372,2,,,,,,
16219,1,15,2,27,21,1,2,1,3,2,2,,,,1,6,12,,,,,,,
16222,3,,,,,,,,,,,,,,1,40,18,1,9,,,,,
16223,1,40,,27,19,1,156,1,4,2,2,,,,2,,,,,,,,,
16225,4,,,,,,,,,,,,,3,1,3,96,,,,,,,
16226,1,48,,25,9,5,180,1,1,2,1,1,1,,2,,,,,,,,,
16228,1,80,,1,25,5,360,2,,,2,,,,2,,,,,,,,,
16229,4,,,,,,,,,,,,,3,1,13,108,1,2,,,,,
16232,1,55,,12,1,1,228,2,,2,2,,,,2,,,,,,,,,
16233,4,,,,,,,,,,,,,1,1,6,180,,,,,,,
16234,1,40,,4,37,1,60,1,1,1,1,1,5,,1,30,360,,2,,,,,
16235,2,,1,17,35,1,240,2,,2,1,2,,,1,8,300,,1,4,1,,,
16238,4,,,,,,,,,,,,,3,1,5,240,,,,,,,
16239,1,45,,40,7,1,144,2,,2,2,,,,1,7,144,,,,,,,
16242,4,,,,,,,,,,,,,2,4,,,,,,,,,
16245,2,,1,2,27,1,6,2,,1,1,2,,,1,30,312,,1,8,2,,,
16246,1,4,2,35,24,1,24,2,,2,2,,,,1,16,60,,,,,,,
16247,,,,,,,,,,,,,,,,,,,,,,,,
16249,1,32,1,30,10,5,324,2,,,1,2,,,2,,,,,,,,,
16250,2,,1,41,16,2,0,1,1,2,2,,,,1,35,36,,,,,,,
16254,4,,,,,,,,,,,,,3,1,32,144,,,,,,,
16255,4,,,,,,,,,,,,,3,1,23,180,2,,,,,,
16256,4,,,,,,,,,,,,,3,1,5,36,2,,,,,,
16257,2,,1,31,1,1,24,2,,2,2,,,,1,10,156,,,,,,,
16260,4,,,,,,,,,,,,,2,1,39,9,2,,,,,,
16262,1,78,,5,29,1,0,2,,1,1,1,12,,1,31,36,,2,,,,,
16265,1,30,2,15,30,1,3,2,,2,1,2,,,1,36,36,,2,,,,,
16266,1,25,2,4,37,5,120,2,,2,2,,,,2,,,,,,,,,
16268,4,,,,,,,,,,,,,1,1,23,12,,,,,,,
16270,2,,1,18,8,4,276,1,1,2,2,,,,2,,,,,,,2,,
16272,1,10,2,1,25,1,132,2,,,1,1,3,,1,25,672,,1,3,2,,,
16273,4,,,,,,,,,,,,,3,1,34,252,1,1,8,2,,,
16275,1,40,,4,37,1,12,2,,2,1,1,8,,2,,,,,,,,,
16277,1,60,,41,10,1,9,1,0,2,2,,,,1,8,180,,,,,,,
16280,4,,,,,,,,,,,,,2,1,14,60,2,,,,,,
16283,4,,,,,,,,,,,,,3,1,2,384,2,,,,,,
16285,4,,,,,,,,,,,,,1,1,27,60,2,,,,,,
16286,1,40,,42,10,5,12,2,,2,2,,,,1,35,36,,,,,,,
16287,1,32,1,38,21,99,360,2,,,2,,,,2,,,,,,,,,
16288,4,,,,,,,,,,,,,3,1,16,60,2,,,,,,
16289,1,40,,25,11,1,24,2,,,2,,,,2,,,,,,,,,
16290,1,40,,38,16,1,2,2,,,2,,,,,,,,,,,,,
16291,1,80,,18,29,2,60,2,,1,1,1,8,,1,29,144,,1,6,1,1,41,45
16295,4,,,,,,,,,,,,,3,1,10,360,1,1,9,1,,,
16297,1,40,,21,14,1,168,2,,2,2,,,,2,,,,,,,,,
16298,1,45,,25,10,1,120,2,,,2,,,,2,,,,,,,,,
16299,1,20,2,38,4,1,348,2,,2,2,,,,2,,,,,,,2,,
16300,4,,,,,,,,,,,,,3,1,21,216,2,,,,,,
16301,4,,,,,,,,,,,,,3,1,3,480,2,,,,,,
16302,4,,,,,,,,,,,,,3,1,33,240,2,,,,,,
16304,1,50,,21,35,1,43,2,,,2,,,,2,,,,,,,,,
16305,4,,,,,,,,,,,,,1,1,11,84,1,2,,,,,
16306,4,,,,,,,,,,,,,3,1,31,240,2,,,,,,
16309,1,40,,38,22,1,84,2,,2,1,1,4,,2,,,,,,,,,
16311,1,40,,4,30,1,48,1,10,2,1,2,,,2,,,,,,,,,
16312,1,60,,32,28,1,84,2,,2,1,1,5,,2,,,,,,,,,
16313,1,8,2,37,13,1,36,2,,,2,,,,2,,,,,,,,,
16314,1,30,1,31,14,1,20,2,,2,2,,,,2,,,,,,,,,
16318,1,40,,37,22,2,24,2,,2,2,,,,2,,,,,,,,,
16319,4,,,,,,,,,,,,,3,1,23,240,2,,,,,,
16323,1,40,,38,4,1,120,2,,2,2,,,,2,,,,,,,,,
16324,4,,,,,,,,,,,,,3,1,3,504,1,2,,,,,
16326,4,,,,,,,,,,,,,3,1,30,360,,,,,,,
16327,1,40,,40,5,4,48,2,,,2,,,,2,,,,,,,,,
16328,1,17,2,37,12,1,9,2,,,2,,,,2,,,,,,,,,
16329,4,,,,,,,,,,,,,1,1,35,180,1,1,18,2,,,
16331,1,40,,4,30,1,12,1,5,2,1,1,8,,2,,,,,,,,,
16332,1,40,,98,98,77,108,2,,,2,,,,2,,,,,,,,,
16334,4,,,,,,,,,,,,,4,1,22,12,2,,,,,,
16335,4,,,,,,,,,,,,,4,1,1,180,2,,,,,,
16338,4,,,,,,,,,,,,,2,4,,,,,,,,,
16339,4,,,,,,,,,,,,,3,1,2,360,1,2,,,,,
16340,4,,,,,,,,,,,,,3,1,9,396,2,,,,,,
16342,1,40,,4,30,1,120,2,,,1,1,1,,2,,,,,,,,,
16343,1,40,,29,10,1,204,1,2,,1,2,,,2,,,,,,,,,
16344,4,,,,,,,,,,,,,6,9,,99999,9,,,,,,
16345,4,,,,,,,,,,,,,3,1,12,240,2,,,,,,
16346,4,,,,,,,,,,,,,3,1,31,600,2,,,,,,
16347,1,40,,41,24,1,0,2,,,2,,,,1,1,9,,,,,4,,
16348,1,20,2,36,6,5,24,2,,2,2,,,,1,35,156,,,,,,,
16349,4,,,,,,,,,,,,,3,1,28,300,1,1,8,1,,,
16350,2,,1,3,31,1,9,1,1,1,1,1,10,,1,30,10,,1,3,1,,,
16351,4,,,,,,,,,,,,,3,4,,,,,,,,,
16352,4,,,,,,,,,,,,,6,1,32,240,1,2,,,,,
16353,1,44,,2,40,1,6,2,,,2,,,,2,,,,,,,,,
16354,4,,,,,,,,,,,,,1,1,22,36,2,,,,,,
16355,4,,,,,,,,,,,,,3,1,31,180,,,,,,,
16356,1,40,,31,18,99,6,1,1,2,1,2,,,2,,,,,,,4,,
16357,4,,,,,,,,,,,,,3,1,1,420,1,2,,,,,
16359,1,40,,2,27,5,108,2,,2,1,1,8,,,,,,,,,,,
16360,1,40,,40,5,3,48,2,,2,2,,,,2,,,,,,,,,
16361,1,8,1,28,15,1,4,2,,,1,2,,,1,18,12,,1,12,2,4,,
16362,2,,1,40,5,4,216,2,,2,1,1,1,,2,,,,,,,,,
16363,4,,,,,,,,,,,,,3,1,2,576,2,,,,,,
16364,1,40,,41,17,5,12,2,,2,2,,,,,,,,,,,,,
16367,1,40,,27,21,1,12,2,,2,2,,,,2,,,,,,,,,
16368,1,50,,27,2,1,18,2,,2,1,2,,,1,19,60,,,,,1,11,26
16369,1,60,,41,1,1,36,2,,2,1,1,10,,2,,,,,,,,,
16371,4,,,,,,,,,,,,,6,1,27,24,2,,,,,,
16372,1,87,,4,30,1,30,1,1,1,1,1,10,,2,,,,,,,,,
16375,4,,,,,,,,,,,,,2,4,,,,,,,,,
16376,1,42,,38,1,3,72,1,1,1,1,1,1,,2,,,,,,,4,,
16377,1,40,,43,15,4,12,2,,2,2,,,,2,,,,,,,4,,
16380,1,26,2,18,13,1,36,2,,,2,,,,2,,,,,,,,,
16382,4,,,,,,,,,,,,,3,1,4,552,,,,,,,
16386,4,,,,,,,,,,,,,6,1,31,360,2,,,,,,
16387,1,30,2,17,14,1,96,2,,,2,,,,2,,,,,,,,,
16389,3,,,,,,,,,,,,,,1,16,6,2,,,,,,
16390,1,50,,8,2,1,24,2,,,2,,,,1,8,60,,,,,4,,
16391,1,24,1,36,14,1,48,2,,,2,,,,2,,,,,,,,,
16392,4,,,,,,,,,,,,,4,1,9,216,2,,,,,,
16395,1,40,,18,15,1,24,1,1,2,2,,,,1,2,48,,,,,,,
16396,1,31,1,31,18,1,1,1,1,2,2,,,,1,39,84,,,,,,,
16398,4,,,,,,,,,,,,,7,1,34,12,2,,,,,,
16399,4,,,,,,,,,,,,,1,1,7,48,2,,,,,,
16400,1,80,,42,7,5,72,2,,2,2,,,,2,,,,,,,,,
16401,1,40,,4,30,3,72,2,,1,2,,,,2,,,,,,,,,
16403,1,60,,5,8,1,12,2,,2,2,,,,1,23,36,,,,,4,,
16405,1,40,,1,8,1,8,2,,2,2,,,,1,1,12,,,,,,,
16406,4,,,,,,,,,,,,,1,1,11,24,2,,,,,,
16408,4,,,,,,,,,,,,,3,1,33,168,,,,,,,
16409,4,,,,,,,,,,,,,3,1,31,600,2,,,,,,
16410,1,12,2,38,24,1,5,2,,2,1,2,,,1,21,7,,1,4,2,,,
16411,1,25,1,42,7,5,84,2,,2,2,,,,2,,,,,,,,,
16414,4,,,,,,,,,,,,,6,1,24,60,2,,,,,,
16415,4,,,,,,,,,,,,,4,1,37,180,1,1,6,2,,,
16418,4,,,,,,,,,,,,,1,4,,,,,,,,,
16419,1,30,2,27,11,1,7,1,1,2,2,,,,2,,,,,,,,,
16420,1,28,1,29,2,1,60,2,,2,2,,,,2,,,,,,,,,
16422,4,,,,,,,,,,,,,7,2,,,,,,,,,
16423,4,,,,,,,,,,,,,1,1,31,120,2,,,,,,
16424,1,10,2,39,4,1,60,2,,2,2,,,,1,4,468,,,,,,,
16425,1,40,,19,8,1,1,2,,,2,,,,1,8,24,,,,,,,
16427,1,6,2,26,32,1,144,2,,2,2,,,,2,,,,,,,,,
16428,1,45,,21,8,1,12,2,,2,2,,,,2,,,,,,,,,
16430,4,,,,,,,,,,,,,3,1,16,240,2,,,,,,
16431,4,,,,,,,,,,,,,2,1,35,36,2,,,,4,,
16432,4,,,,,,,,,,,,,6,1,21,36,2,,,,,,
16433,4,,,,,,,,,,,,,2,1,19,60,1,1,2,1,,,
16434,4,,,,,,,,,,,,,4,1,23,240,2,,,,,,
16435,1,50,,40,5,1,48,2,,,2,,,,2,,,,,,,,,
16438,4,,,,,,,,,,,,,2,1,23,3,2,,,,,,
16439,4,,,,,,,,,,,,,3,1,40,372,2,,,,,,
16441,1,20,2,4,37,1,6,2,,,2,,,,2,,,,,,,,,
16442,1,40,,16,12,1,7,2,,2,1,2,,,1,22,12,,,,,,,
16443,1,12,2,27,21,1,8,1,1,,2,,,,2,,,,,,,,,
16444,4,,,,,,,,,,,,,1,1,17,36,1,1,2,2,,,
16445,1,8,2,39,22,1,144,2,,,2,,,,1,22,216,,,,,,,
16446,4,,,,,,,,,,,,,4,1,21,60,1,1,5,2,,,
16447,1,20,2,28,11,1,48,2,,2,1,2,,,1,98,300,,2,,,,,
16448,1,45,,38,16,1,96,2,,2,2,,,,2,,,,,,,,,
16449,4,,,,,,,,,,,,,3,1,2,348,2,,,,,,
16451,4,,,,,,,,,,,,,3,9,,99999,1,1,9999,2,,,
16452,4,,,,,,,,,,,,,7,1,21,6,1,2,,,,,
16458,4,,,,,,,,,,,,,3,1,11,492,2,,,,,,
16459,,,,,,,,,,,,,,,,,,,,,,,,
16462,4,,,,,,,,,,,,,2,4,,,,,,,,,
16464,4,,,,,,,,,,,,,2,1,39,6,2,,,,,,
16465,1,40,,14,2,1,24,2,,2,2,,,,2,,,,,,,,,
16468,1,50,,22,15,1,24,2,,2,2,,,,1,33,96,,,,,,,
16470,1,40,,37,14,1,120,2,,2,2,,,,1,16,240,,,,,3,,29
16472,3,,,,,,,,,,,,,,1,26,3,2,,,,,,
16474,4,,,,,,,,,,,,,6,1,31,84,2,,,,,,
16476,4,,,,,,,,,,,,,6,1,16,240,2,,,,,,
16477,1,30,2,18,35,1,0,2,,2,1,2,,,1,39,12,,2,,,,,
16479,4,,,,,,,,,,,,,1,1,31,96,2,,,,,,
16480,4,,,,,,,,,,,,,1,1,21,2,2,,,,4,,
16481,1,40,,15,31,1,264,1,1,1,1,1,4,,2,,,,,,,,,
16482,1,30,1,29,2,1,4,2,,2,2,,,,2,,,,,,,,,
16484,1,40,,8,1,1,8,2,,2,2,,,,1,10,96,,,,,,,
16487,1,24,2,41,21,1,7,2,,2,2,,,,2,,,,,,,,,
16489,1,70,,17,35,1,156,1,1,2,2,,,,2,,,,,,,,,
16491,4,,,,,,,,,,,,,4,1,22,120,1,2,,,,,
16492,4,,,,,,,,,,,,,3,1,17,300,2,,,,,,
16493,1,40,,5,36,1,36,1,1,2,1,2,,,1,26,84,,1,1,1,,,
16496,4,,,,,,,,,,,,,1,1,20,120,,,,,,,
16497,4,,,,,,,,,,,,,3,1,31,600,2,,,,,,
16498,1,16,2,40,5,1,36,2,,2,2,,,,2,,,,,,,,,
16499,4,,,,,,,,,,,,,3,1,98,480,2,,,,,,
16501,1,40,,40,5,4,180,2,,2,1,1,6,,2,,,,,,,,,
16503,1,40,,44,13,4,48,2,,2,2,,,,1,22,84,,,,,,,
16504,1,40,,31,3,1,18,2,,,1,2,,,2,,,,,,,,,
16505,4,,,,,,,,,,,,,6,1,6,24,2,,,,4,,
16506,4,,,,,,,,,,,,,3,1,22,300,2,,,,,,
16507,1,35,,24,23,1,24,1,2,,2,,,,1,39,0,,,,,4,,
16508,4,,,,,,,,,,,,,6,1,16,120,,,,,3,,44
16509,4,,,,,,,,,,,,,3,1,30,444,,,,,,,
16510,4,,,,,,,,,,,,,3,1,22,144,1,2,,,,,
16513,4,,,,,,,,,,,,,7,1,9,120,2,,,,,,
16515,4,,,,,,,,,,,,,3,1,36,360,2,,,,,,
16516,1,40,,40,16,4,36,2,,,2,,,,1,16,60,,,,,,,
16517,4,,,,,,,,,,,,,7,1,30,60,1,2,,,,,
16519,4,,,,,,,,,,,,,1,1,39,1,,,,,,,
16520,1,40,,16,33,1,24,2,,2,2,,,,2,,,,,,,,,
16524,3,,,,,,,,,,,,,,4,,,,,,,,,
16525,1,55,,31,2,1,7,2,,,2,,,,2,,,,,,,,,
16526,4,,,,,,,,,,,,,3,1,5,240,2,,,,,,
16527,4,,,,,,,,,,,,,7,1,16,180,,,,,,,
16529,4,,,,,,,,,,,,,3,1,11,60,2,,,,,,
16530,1,50,,27,19,1,1,1,2,,2,,,,1,11,11,,,,,,,
16531,1,60,,16,8,1,36,2,,1,1,1,4,,1,22,36,,2,,,4,,
16534,4,,,,,,,,,,,,,1,1,5,60,2,,,,,,
16535,1,55,,40,5,4,60,2,,2,2,,,,2,,,,,,,,,
16538,1,40,,4,30,1,180,2,,1,1,1,2,,2,,,,,,,,,
16539,1,12,1,9,33,1,12,2,,2,1,1,7,,1,23,120,,1,5,2,,,
16543,1,9,2,41,16,99,3,2,,,2,,,,2,,,,,,,,,
16544,4,,,,,,,,,,,,,3,1,25,216,2,,,,,,
16545,1,40,,19,3,1,144,2,,,2,,,,2,,,,,,,,,
16547,1,20,2,4,30,5,60,1,8,,1,1,4,,1,37,96,,1,4,2,,,
16548,4,,,,,,,,,,,,,4,1,1,144,2,,,,,,
16551,1,40,,31,16,1,0,2,,2,2,,,,1,19,360,,,,,,,
16552,4,,,,,,,,,,,,,3,1,31,360,1,2,,,,,
16553,4,,,,,,,,,,,,,3,1,18,72,1,1,3,1,4,,
16554,1,50,,5,33,1,48,2,,1,1,1,1,,1,19,96,,2,,,,,
16556,4,,,,,,,,,,,,,2,4,,,,,,,,,
16559,1,40,,24,40,1,7,2,,2,2,,,,2,,,,,,,,,
16560,4,,,,,,,,,,,,,3,1,40,84,,,,,,,
16561,4,,,,,,,,,,,,,3,1,22,240,2,,,,,,
16563,2,,1,38,4,1,72,2,,2,2,,,,2,,,,,,,,,
16564,1,16,1,30,16,1,8,2,,,2,,,,1,12,96,,,,,,,
16565,1,70,,11,33,1,60,2,,1,1,1,8,,1,29,216,,2,,,,,
16566,1,70,,27,1,1,72,2,,,2,,,,2,,,,,,,,,
16568,1,60,,4,3,1,36,1,1,2,2,,,,2,,,,,,,,,
16570,4,,,,,,,,,,,,,3,1,16,144,1,1,1,2,,,
16571,1,60,,40,7,4,24,2,,2,2,,,,1,7,60,,,,,,,
16572,1,5,2,40,5,5,240,2,,,2,,,,1,11,72,,,,,,,
16575,1,40,,1,26,1,60,2,,2,2,,,,2,,,,,,,,,
16576,1,24,2,27,20,1,2,2,,2,2,,,,2,,,,,,,,,
16578,1,50,,41,5,1,72,2,,2,2,,,,2,,,,,,,,,
16579,4,,,,,,,,,,,,,1,1,98,360,2,,,,,,
16581,1,40,,4,38,5,24,2,,2,2,,,,1,9,120,,,,,,,
16582,4,,,,,,,,,,,,,3,1,16,300,2,,,,,,
16583,1,25,2,1,26,5,480,2,,2,1,1,6,,2,,,,,,,,,
16584,1,40,,28,8,1,6,2,,,2,,,,2,,,,,,,,,
16587,4,,,,,,,,,,,,,6,1,22,324,2,,,,,,
16589,4,,,,,,,,,,,,,2,4,,,,,,,,,
16590,4,,,,,,,,,,,,,1,1,11,8,,,,,,,
16591,1,3,2,98,98,6,36,2,,2,2,,,,1,11,144,,,,,,,
16593,1,45,,25,11,1,7,1,8,,2,,,,1,1,18,,,,,,,
16594,4,,,,,,,,,,,,,2,1,39,2,2,,,,4,,
16599,3,,,,,,,,,,,,,,1,37,120,2,,,,,,
16600,1,50,,17,35,1,18,2,,2,1,2,,,2,,,,,,,,,
16604,4,,,,,,,,,,,,,3,1,23,240,1,2,,,,,
16607,1,24,2,40,5,1,144,2,,,2,,,,2,,,,,,,,,
16610,1,15,2,33,17,5,24,2,,,2,,,,1,1,36,,,,,,,
16612,1,40,,31,3,5,72,2,,,1,2,,,2,,,,,,,,,
16615,1,30,2,27,21,1,3,2,,2,2,,,,2,,,,,,,,,
16616,4,,,,,,,,,,,,,6,1,30,540,1,1,1,1,,,
16619,1,33,2,31,23,1,48,1,1,1,1,1,1,,2,,,,,,,,,
16621,1,20,1,42,7,1,492,2,,,2,,,,2,,,,,,,,,
16622,4,,,,,,,,,,,,,2,1,23,4,,,,,,,
16625,4,,,,,,,,,,,,,3,1,37,480,2,,,,,,
16626,1,40,,37,16,1,2,2,,,2,,,,2,,,,,,,,,
16628,1,40,,30,2,1,6,2,,,2,,,,2,,,,,,,,,
16629,1,40,,23,11,1,24,1,5,2,2,,,,2,,,,,,,,,
16631,4,,,,,,,,,,,,,4,1,31,6,1,1,12,1,,,
16633,1,30,2,34,21,1,12,2,,,2,,,,,,,,,,,,,
16635,3,,,,,,,,,,,,,,1,24,12,2,,,,,,
16636,1,65,,27,1,1,24,2,,2,1,2,,,2,,,,,,,1,6,36
16637,4,,,,,,,,,,,,,3,1,11,240,2,,,,,,
16639,1,50,,4,29,1,24,2,,2,2,,,,1,26,48,,,,,,,
16640,4,,,,,,,,,,,,,1,1,13,12,2,,,,,,
16641,4,,,,,,,,,,,,,3,1,1,84,2,,,,,,
16642,4,,,,,,,,,,,,,1,1,40,24,2,,,,,,
16643,4,,,,,,,,,,,,,6,1,34,456,1,1,8,2,,,
16644,1,45,,25,9,5,84,2,,,1,1,2,,1,35,144,,1,8,2,,,
16646,4,,,,,,,,,,,,,3,1,16,180,2,,,,,,
16649,4,,,,,,,,,,,,,7,1,16,10,2,,,,,,
16651,4,,,,,,,,,,,,,3,1,32,504,2,,,,,,
16652,1,12,2,98,21,1,3,1,1,,2,,,,2,,,,,,,4,,
16654,4,,,,,,,,,,,,,7,1,2,120,1,1,8,1,,,
16655,4,,,,,,,,,,,,,1,1,17,48,2,,,,,,
16656,4,,,,,,,,,,,,,7,1,1,360,1,1,4,1,,,
16657,2,,2,35,24,1,36,2,,2,2,,,,2,,,,,,,4,,
16659,1,40,,24,9,1,384,2,,2,2,,,,2,,,,,,,,,
16661,4,,,,,,,,,,,,,6,1,39,252,1,1,8,1,4,,
16662,1,32,2,38,4,1,324,2,,2,1,2,,,2,,,,,,,,,
16664,4,,,,,,,,,,,,,6,1,20,72,2,,,,,,
16665,1,13,2,41,24,3,18,2,,2,2,,,,1,12,36,,,,,,,
16667,4,,,,,,,,,,,,,1,1,11,48,2,,,,,,
16670,1,40,,35,24,1,6,2,,2,2,,,,2,,,,,,,,,
16671,4,,,,,,,,,,,,,2,4,,,,,,,,,
16672,4,,,,,,,,,,,,,3,1,30,384,1,1,8,2,,,
16673,1,80,,18,31,1,8,2,,1,1,1,11,,2,,,,,,,,,
16675,1,40,,13,3,1,48,2,,2,2,,,,2,,,,,,,,,
16676,4,,,,,,,,,,,,,3,1,16,444,2,,,,,,
16677,1,48,,21,10,5,4,2,,1,1,1,4,,1,37,120,,1,8,2,4,,
16678,4,,,,,,,,,,,,,6,1,23,300,1,1,8,1,,,
16680,1,20,1,4,30,1,0,1,10,1,1,1,10,,1,30,36,,1,10,2,,,
16682,4,,,,,,,,,,,,,1,4,,,,,,,,,
16683,4,,,,,,,,,,,,,1,1,30,4,1,1,8,1,,,
16685,3,,,,,,,,,,,,,,1,39,7,2,,,,4,,
16686,4,,,,,,,,,,,,,1,1,21,24,2,,,,,,
16687,4,,,,,,,,,,,,,2,1,1,48,,,,,,,
16689,4,,,,,,,,,,,,,4,4,,,,,,,,,
16691,4,,,,,,,,,,,,,7,1,27,36,2,,,,,,
16692,1,40,,39,21,1,7,2,,2,2,,,,2,,,,,,,,,
16693,2,,1,3,31,1,240,2,,2,2,,,,2,,,,,,,,,
16695,4,,,,,,,,,,,,,3,1,13,48,2,,,,,,
16697,1,80,,17,35,1,60,2,,2,2,,,,2,,,,,,,,,
16701,1,40,,21,40,1,8,2,,2,2,,,,1,38,72,,,,,,,
16704,4,,,,,,,,,,,,,3,1,38,408,1,1,8,2,,,
16705,1,60,,17,35,1,48,2,,2,2,,,,2,,,,,,,,,
16706,1,30,2,28,38,1,0,2,,2,2,,,,1,21,12,,,,,,,
16708,1,45,,40,1,1,6,2,,2,2,,,,1,5,12,,,,,4,,
16709,1,40,,19,9,1,3,2,,2,2,,,,1,11,18,,,,,,,
16711,1,55,,13,1,1,168,2,,,2,,,,2,,,,,,,,,
16713,1,12,2,28,11,1,24,2,,2,1,1,1,,2,,,,,,,,,
16720,4,,,,,,,,,,,,,4,1,25,600,,,,,,,
16721,4,,,,,,,,,,,,,2,1,24,60,,,,,,,
16722,1,60,,28,11,1,2,2,,,1,2,,,1,11,120,,1,7,2,,,
16723,4,,,,,,,,,,,,,2,4,,,,,,,,,
16724,1,70,,27,20,1,48,2,,,2,,,,2,,,,,,,,,
16726,4,,,,,,,,,,,,,3,1,11,120,,,,,,,
16729,4,,,,,,,,,,,,,3,1,25,432,2,,,,,,
16730,4,,,,,,,,,,,,,3,1,14,240,2,,,,,,
16731,4,,,,,,,,,,,,,3,1,7,180,2,,,,,,
16733,1,45,,42,2,1,7,1,1,,2,,,,1,6,228,,,,,,,
16734,1,32,2,41,22,3,36,2,,2,2,,,,2,,,,,,,,,
16736,4,,,,,,,,,,,,,3,1,16,72,2,,,,,,
16737,1,60,,31,1,1,18,2,,2,2,,,,1,1,180,,,,,,,
16738,1,40,,29,23,1,96,1,8,2,2,,,,1,23,96,,,,,,,
16739,4,,,,,,,,,,,,,3,1,2,288,2,,,,,,
16741,1,15,1,27,21,1,6,1,8,,1,1,8,,2,,,,,,,,,
16748,1,40,,38,16,1,6,1,1,,2,,,,2,,,,,,,,,
16749,1,45,,19,10,1,132,2,,,2,,,,2,,,,,,,,,
16750,4,,,,,,,,,,,,,2,4,,,,,,,,,
16751,1,18,2,24,6,1,8,2,,,2,,,,2,,,,,,,,,
16754,4,,,,,,,,,,,,,4,1,30,120,1,1,8,2,,,
16757,4,,,,,,,,,,,,,6,1,29,120,1,1,2,2,,,
16758,4,,,,,,,,,,,,,4,1,31,12,,,,,,,
16759,4,,,,,,,,,,,,,1,1,12,24,2,,,,,,
