"SEQN","FSD032A","FSD032B","FSD032C","FSD041","FSD052","FSD061","FSD071","FSD081","FSD092","FSD102","FSD032D","FSD032E","FSD032F","FSD111","FSD122","FSD132","FSD141","FSD146","FSDHH","FSDAD","FSDCH","FSD151","FSQ165","FSD165N","FSQ012","FSD012N","FSD230","FSD230N","FSD795","FSD225","FSD235","FSD855","FSD860","FSQ865","FSQ162","FSQ760","FSD760N","FSQ653","FSD660ZC","FSD675","FSD680","FSD670ZC","FSQ690","FSQ695","FSD652ZW","FSD672ZW","FSD652CW","FSD660ZW"
93892,2,2,2,2,,2,2,2,,,,,,,,,,,3,3,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
93893,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,2,,,,,,,2,,,2,,,,,,,,,,,,,
93894,1,1,1,1,2,1,1,2,2,,,,,,,,,,4,4,,1,1,1,1,1,2,,12,11,129,2,,,,,,,,,,,,,,,,
93895,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
93896,2,3,3,1,3,1,1,2,2,,3,2,3,2,2,,2,2,3,3,2,2,1,7,1,4,1,4,3,8,99999,2,,,1,2,,,,,,,,,,,,
93897,2,2,3,1,3,2,2,2,2,,2,3,3,2,2,,2,2,3,3,2,2,1,1,1,1,1,1,4,13,15,2,,,2,,,,,,,,,,,,,
93898,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,7,1,7,1,7,12,14,565,2,,,2,,,1,2,1,1,48,1,1,,,,
93899,2,2,3,2,,2,2,2,,,,,,,,,,,2,2,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
93900,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,1,2,1,2,1,2,12,7,325,2,,,2,,,,,,,,,,,,,
93901,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,1,1,5,1,5,1,5,1,5,280,2,,,2,,,,,,,,,,,,,
93902,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
93903,1,1,1,1,1,1,2,1,1,1,,,,,,,,,4,4,,2,1,2,2,,,,,,,2,,,2,,,,,,,,,,,,,
93904,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
93905,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
93906,2,3,2,1,1,2,2,2,2,,3,2,3,2,2,,2,2,3,3,2,2,1,2,2,,,,,,,2,,,1,2,,,,,,,,,,,,
93907,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
93908,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
93909,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
93910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93911,2,2,2,1,2,1,2,2,2,,3,3,3,,,,,,3,4,1,2,1,1,2,,,,,,,2,,,2,,,,,,,,,,,,,
93912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93913,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
93914,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
93915,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,1,1,1,1,3,99999,99999,2,,,2,,,,,,,,,,,,,
93916,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
93917,1,1,3,1,2,1,1,2,2,,2,2,3,2,2,,2,2,4,4,3,2,1,3,1,3,2,,8,107,250,2,,,2,,,,,,,,,,,,,
93918,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
93919,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
93920,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
93921,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,3,1,3,1,3,12,25,500,2,,,2,,,,,,,,,,,,,
93922,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
93923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93924,2,2,2,2,,2,2,2,,,,,,,,,,,3,3,,1,1,1,1,1,1,1,6,5,33,2,,,,,,,,,,,,,,,,
93925,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
93926,3,2,2,1,3,2,2,2,2,,,,,,,,,,3,3,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
93927,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
93928,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
93929,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,2,,2,2
93930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93931,3,3,2,2,,2,2,2,,,3,3,3,,,,,,2,2,1,1,1,6,1,6,1,6,12,6,189,2,,,1,1,3,,,,,,,,,,,
93932,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
93933,3,2,3,1,2,1,1,2,2,,3,3,3,,,,,,3,3,1,2,1,4,1,3,1,3,12,3,77777,2,,,1,1,2,1,1,1,1,12,1,3,,,,
93934,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,2,,,,,,,2,,,2,,,2,,,,,2,,,,,
93935,1,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,2,1,2,1,2,2,6,350,2,,,2,,,,,,,,,,,,,
93936,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,2,,,,,2,,,,,
93937,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
93938,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,2,,,,,,,2,,,2,,,,,,,,,,,,,
93939,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
93940,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
93941,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
93942,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
93943,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
93944,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,1,2,1,2,12,2,,,,,
93945,1,2,2,2,,1,1,2,2,,,,,,,,,,3,3,,1,1,2,1,1,1,1,12,9,30,2,,,2,,,,,,,,,,,,,
93946,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
93947,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
93948,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
93949,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
93950,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,9,,,,,,,,,2,,,2,,,,,,,,,,,,,
93951,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,3,1,3,1,2,12,15,194,2,,,1,1,1,1,1,1,,5,1,8,,,,
93952,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,4,1,4,1,4,12,20,373,2,,,1,1,3,,,,,,,,,,,
93953,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
93954,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
93955,2,2,2,1,2,1,2,2,2,,,,,,,,,,4,4,,2,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,
93956,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
93957,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,2,,,,,,,2,,,2,,,,,,,,,,,,,
93958,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,1,1,7,1,7,1,7,12,28,697,2,,,2,,,1,2,1,1,17,1,3,,,,
93959,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,
93960,3,3,3,,,,,,,,,,,,,,,,1,1,,1,1,1,1,1,1,1,12,1,90,2,,,,,,,,,,,,,,,,
93961,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
93962,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,2,,,,,2,,,,,
93963,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
93964,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
93965,3,3,9,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
93966,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,7,1,7,1,7,6,13,400,2,,,1,1,3,1,1,1,,1,1,2,,,,
93967,3,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,2,1,2,1,2,6,26,240,2,,,1,2,,1,2,1,2,5,1,5,,,,
93968,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,1,1,1,1,1,21,125,2,,,2,,,,,,,,,,,,,
93969,2,3,2,2,,2,2,2,,,2,2,3,2,2,,2,2,3,2,3,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
93970,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
93971,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
93972,2,2,2,1,1,1,2,2,2,,3,3,3,,,,,,3,4,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
93973,2,2,2,1,2,1,2,2,2,,3,3,3,,,,,,3,4,1,2,2,,,,,,,,,2,,,1,1,1,,,,,,,,,,,
93974,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
93975,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,1,1,1,1,3,15,58,2,,,2,,,,,,,,,,,,,
93976,1,2,2,2,,1,1,1,2,,3,3,3,,,,,,3,4,1,2,1,2,1,2,1,2,99,99999,99999,2,,,1,1,1,1,1,1,,7,1,8,,,,
93977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93978,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
93979,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,2,,,,,,,2,,,1,1,1,,,,,,,,,,,
93980,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
93981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93982,2,2,2,2,,2,2,2,,,,,,,,,,,3,3,,2,1,1,1,1,1,1,1,14,192,2,,,2,,,,,,,,,,,,,
93983,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
93984,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,1,3,2,,,,,,,2,,,2,,,,,,,,,,,,,
93985,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,7,,,,,,,,,7,,,1,1,,,,,,,,,,,,
93986,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,4,1,4,1,4,12,77777,77777,2,,,1,1,1,,,,,,,,,,,
93987,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,1,1,5,1,5,1,5,1,5,280,2,,,2,,,,,,,,,,,,,
93988,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,1,99,1,2
93989,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
93990,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
93991,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,1,1,1,,,,,,,,,,,
93992,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
93993,1,2,1,1,2,1,2,2,2,,3,2,3,2,2,,2,2,3,4,2,1,1,3,1,3,1,3,12,14,86,2,,,1,1,1,1,1,1,1,24,1,3,,,,
93994,1,2,2,1,3,1,2,2,2,,2,2,2,2,2,,2,2,4,3,3,1,1,7,1,7,1,7,12,18,785,2,,,2,,,2,,,,,2,,,,,
93995,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
93996,2,1,2,1,2,1,1,1,1,3,2,2,2,1,1,2,1,1,4,4,4,2,1,1,1,1,2,,99,99999,78,2,,,2,,,1,2,1,2,12,1,4,,,,
93997,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
93998,3,3,1,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,1,2,,,,,,,2,,,2,,,,,,,,,,,,,
93999,2,3,3,2,,2,2,2,,,,,,,,,,,2,2,,2,1,1,2,,,,,,,2,,,2,,,,,,,,,,,,,
94000,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94002,2,2,3,2,,1,2,2,2,,3,3,3,,,,,,3,3,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,2,,2,2
94003,2,1,1,1,3,1,2,1,2,,,,,,,,,,4,4,,1,2,,,,,,,,,2,,,,,,,,,,,,,,,,
94004,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,2,,,,,,,2,,,2,,,,,,,,,,,,,
94005,2,2,2,2,,2,2,2,,,2,2,3,2,2,,2,2,3,3,3,2,1,6,1,6,1,5,12,16,448,2,,,1,1,1,,,,,,,,,,,
94006,3,3,2,2,,2,2,2,,,3,2,3,2,2,,2,2,2,2,2,2,1,1,2,,,,,,,2,,,2,,,,,,,,,,,,,
94007,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
94008,2,1,1,1,1,1,1,1,2,,2,1,1,2,2,,1,2,4,4,3,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94009,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,1,1,1,,,,,,,,,,,
94010,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
94011,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94012,1,1,2,1,3,1,2,1,2,,2,3,3,2,2,,2,2,3,4,2,2,1,2,2,,,,,,,2,,,2,,,,,,,,,,2,,2,2
94013,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,2,1,1,1,1,12,17,186,2,,,,,,,,,,,,,,,,
94014,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94015,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,2,1,2,1,2,12,4,267,2,,,2,,,,,,,,,,,,,
94016,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,2,1,2,1,2,12,13,84,2,,,,,,,,,,,,,,,,
94017,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94018,2,3,2,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,7,1,7,1,7,12,30,300,2,,,1,1,2,1,1,1,,1,1,4,,,,
94019,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94020,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,1,1,1,1,1,1,1,36,1,2,,,,
94021,2,2,2,1,2,1,2,2,2,,,,,,,,,,4,4,,1,1,2,2,,,,,,,2,,,2,,,,,,,,,,,,,
94022,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,1,1,3,1,1,1,1,12,1,2,,,,
94023,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,1,2,1,1,36,1,3,,,,
94024,2,3,3,1,2,1,2,1,2,,2,3,3,2,2,,2,2,3,3,2,2,1,4,1,4,1,4,12,28,298,2,,,2,,,,,,,,,,,,,
94025,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,2,,,,,2,,,,,
94026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94027,2,2,2,2,,1,2,2,2,,,,,,,,,,3,3,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
94028,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94029,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94030,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94031,1,1,1,1,1,1,2,1,2,,,,,,,,,,4,4,,2,1,1,1,1,1,1,12,13,15,2,,,,,,,,,,,,,,,,
94032,3,3,3,,,,,,,,2,3,3,2,2,,2,2,2,1,2,1,1,6,1,2,2,,11,40,345,2,,,2,,,,,,,,,,,,,
94033,2,3,3,2,,2,2,2,,,,,,,,,,,2,2,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94034,2,2,2,1,2,1,2,2,2,,3,3,3,,,,,,3,4,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94035,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,4,1,4,1,4,12,22,673,2,,,2,,,,,,,,,,,,,
94036,1,1,3,1,1,1,1,2,2,,3,3,3,,,,,,3,4,1,1,1,5,1,5,1,5,12,23,514,2,,,2,,,,,,,,,,,,,
94037,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94038,2,2,1,2,,1,1,2,2,,,,,,,,,,3,3,,1,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94039,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
94040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94041,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
94042,2,2,2,2,,2,2,2,,,,,,,,,,,3,3,,2,1,1,2,,,,,,,2,,,2,,,,,,,,,,,,,
94043,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94044,3,3,2,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,1,2,,,,,,,2,,,2,,,,,,,,,,,,,
94045,1,2,1,1,1,1,1,1,1,1,,,,,,,,,4,4,,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,
94046,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,1,1,1,,,,,,,,,,,
94047,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94048,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
94049,2,2,2,1,2,1,2,2,2,,3,2,3,2,2,,2,2,3,4,2,2,1,4,1,4,1,4,12,29,175,2,,,2,,,,,,,,,,,,,
94050,1,1,1,1,1,1,2,2,2,,,,,,,,,,4,4,,2,1,1,1,1,1,1,12,27,199,2,,,2,,,,,,,,,,,,,
94051,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
94052,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,1,4,1,4,1,4,12,3,523,2,,,2,,,1,2,1,1,24,2,,,,,
94053,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,1,1,2,,,,,,,,,,,
94054,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,1,1,1,1,12,99999,150,2,,,,,,,,,,,,,,,,
94055,3,2,3,1,3,2,1,2,1,3,3,2,2,2,1,3,1,2,4,3,3,1,1,2,2,,,,,,,2,,,2,,,,,,,,,,,,,
94056,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,2,,,,,,,2,,,2,,,,,,,,,,,,,
94057,2,3,3,2,,2,2,2,,,,,,,,,,,2,2,,2,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,
94058,1,2,2,1,1,1,2,2,2,,,,,,,,,,4,4,,2,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,
94059,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,3,1,3,1,3,12,6,260,2,,,2,,,,,,,,,,,,,
94060,3,3,3,,,,,,,,,,,,,,,,1,1,,2,1,1,2,,,,,,,2,,,2,,,,,,,,,,,,,
94061,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,1,1,2,,,,,,,,2,,1,1
94062,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,1,2,,,,,,,2,,,1,1,1,1,2,1,1,18,2,,,,,
94063,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,4,1,4,1,4,12,26,239,2,,,2,,,1,2,1,2,12,1,2,,,,
94064,1,1,1,1,3,1,2,2,2,,1,1,1,2,2,,2,2,4,3,3,2,1,3,1,3,1,3,12,24,400,2,,,1,2,,,,,,,,,,,,
94065,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
94066,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,2,,,,,2,,,,,
94067,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94068,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
94069,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94070,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94071,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94072,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,4,1,4,1,4,8,12,650,2,,,1,1,3,1,1,1,,2,1,1,,,,
94073,3,3,3,,,,,,,,,,,,,,,,1,1,,1,2,,,,,,,,,2,,,,,,,,,,,,,,,,
94074,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94075,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,4,1,4,1,4,12,8,490,2,,,2,,,,,,,,,,,,,
94076,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,5,1,5,1,5,12,29,480,2,,,1,1,2,1,1,1,1,24,1,1,,,,
94077,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
94078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94079,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,2,,,,,2,,,,,
94080,3,3,1,2,,2,2,2,,,,,,,,,,,2,2,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
94081,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94082,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
94083,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,1,4,2,,,,,,,2,,,2,,,,,,,,,,,,,
94084,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
94085,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
94086,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
94087,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
94088,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,2,,,,,2,,,,,
94089,2,3,3,1,2,1,1,2,2,,3,3,3,,,,,,3,3,1,2,1,2,1,2,1,2,7,9,80,2,,,2,,,,,,,,,,,,,
94090,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94091,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94092,2,1,2,2,,2,2,2,,,,,,,,,,,3,3,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94093,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94094,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,2,,,,,,,,,2,,,2,,,,,,,,,,,,,
94095,2,2,2,2,,2,2,2,,,,,,,,,,,3,3,,2,9,,,,,,,,,2,,,,,,,,,,,,,,,,
94096,3,3,3,,,,,,,,,,,,,,,,1,1,,2,2,,,,,,,,,2,,,,,,,,,,,,,,,,
