"SEQN","OCD150","OCQ180","OCQ210","OCQ260","OCD270","OCQ670","OCQ380","OCD390G","OCD395"
96067,4,,,,,,6,1,24
96068,4,,,,,,2,1,6
96070,1,44,,3,96,1,,2,
96072,4,,,,,,2,1,18
96074,4,,,,,,7,1,72
96076,1,30,1,1,8,5,,2,
96077,4,,,,,,3,1,300
96078,1,44,,3,6,5,,1,24
96079,1,24,1,1,12,3,,2,
96082,1,43,,1,12,1,,1,96
96083,4,,,,,,2,1,5
96084,1,40,,1,96,5,,2,
96085,3,,,,,,,1,36
96086,4,,,,,,3,1,480
96087,4,,,,,,3,1,360
96088,1,20,2,3,12,5,,2,
96089,4,,,,,,3,1,192
96090,4,,,,,,3,1,96
96091,1,40,,4,240,2,,2,
96092,1,32,1,2,6,5,,1,6
96093,3,,,,,,,1,24
96094,1,48,,1,336,1,,2,
96096,1,50,,5,456,5,,2,
96097,4,,,,,,1,1,144
96098,4,,,,,,6,1,204
96099,1,5,2,1,48,2,,1,480
96100,4,,,,,,4,1,48
96101,4,,,,,,7,1,300
96103,4,,,,,,2,1,24
96104,1,5,2,1,5,5,,2,
96105,1,30,1,1,2,2,,1,24
96107,4,,,,,,7,1,24
96108,4,,,,,,1,1,96
96110,4,,,,,,3,1,180
96111,1,40,,3,12,2,,1,72
96112,1,15,2,5,10,5,,1,180
96114,4,,,,,,6,1,372
96115,4,,,,,,6,1,492
96116,4,,,,,,1,1,144
96117,4,,,,,,3,1,300
96120,1,20,2,5,2,3,,1,144
96121,1,12,2,5,12,5,,2,
96122,1,40,,1,204,1,,2,
96123,1,40,,2,8,1,,2,
96124,1,40,,1,4,1,,1,48
96125,1,38,,3,48,1,,2,
96127,4,,,,,,2,1,36
96128,1,11,2,1,1,5,,2,
96130,4,,,,,,3,1,240
96132,4,,,,,,2,4,
96133,1,40,,1,10,5,,1,60
96134,4,,,,,,3,1,372
96135,1,18,2,1,24,3,,1,396
96136,1,32,1,1,9,3,,2,
96137,1,36,,1,10,5,,2,
96138,4,,,,,,6,1,60
96139,1,99999,1,77,77777,1,,2,
96140,1,40,,1,384,3,,2,
96141,1,49,,1,240,3,,2,
96143,1,40,,1,48,1,,2,
96144,1,8,2,5,156,5,,1,324
96145,4,,,,,,3,1,360
96147,1,40,,1,24,1,,2,
96149,4,,,,,,3,1,300
96150,3,,,,,,,1,36
96151,1,40,,1,216,1,,2,
96152,1,45,,1,96,1,,2,
96156,1,40,,5,168,1,,2,
96158,3,,,,,,,1,24
96159,4,,,,,,3,1,252
96160,1,40,,1,18,1,,1,300
96162,1,55,,1,36,5,,1,252
96163,1,44,,1,11,2,,1,36
96164,1,40,,1,360,1,,2,
96165,1,16,2,1,60,1,,1,204
96167,4,,,,,,3,1,600
96169,4,,,,,,6,1,240
96170,4,,,,,,3,1,72
96171,4,,,,,,3,1,120
96172,4,,,,,,3,1,384
96173,1,40,,1,84,5,,2,
96175,3,,,,,,,1,18
96177,4,,,,,,2,4,
96178,1,45,,2,24,3,,3,252
96179,1,45,,5,1,5,,2,
96181,4,,,,,,3,1,240
96184,4,,,,,,3,1,564
96185,4,,,,,,3,1,180
96186,3,,,,,,,1,204
96188,1,36,,1,6,1,,1,108
96189,1,40,,1,36,5,,1,60
96190,1,45,,1,26,1,,2,
96191,1,43,,1,132,1,,2,
96195,4,,,,,,3,1,276
96196,3,,,,,,,1,11
96198,1,60,,1,5,1,,2,
96205,1,60,,1,84,5,,2,
96210,4,,,,,,3,1,168
96211,1,40,,1,24,1,,2,
96213,4,,,,,,2,4,
96216,1,50,,4,204,1,,2,
96217,4,,,,,,3,1,300
96218,1,70,,4,204,5,,2,
96219,1,44,,1,60,1,,2,
96220,1,40,,1,144,1,,2,
96221,1,45,,1,276,1,,2,
96222,4,,,,,,1,1,204
96223,1,16,2,5,120,3,,2,
96224,2,,1,1,72,3,,2,
96226,1,33,1,2,18,1,,1,144
96229,4,,,,,,1,1,6
96230,1,58,,1,300,3,,2,
96233,4,,,,,,2,4,
96234,1,80,,5,120,1,,2,
96235,4,,,,,,2,4,
96236,4,,,,,,3,1,156
96237,1,32,2,1,84,5,,1,108
96238,1,25,2,1,3,2,,2,
96239,4,,,,,,3,1,336
96240,4,,,,,,2,1,96
96241,4,,,,,,7,1,36
96242,4,,,,,,6,1,504
96243,1,38,,1,24,5,,2,
96244,4,,,,,,7,1,96
96245,1,20,2,1,156,1,,1,240
96249,1,5,1,1,180,1,,2,
96250,1,50,,1,60,1,,2,
96252,4,,,,,,6,1,48
96253,1,30,1,4,60,1,,2,
96257,1,22,2,1,60,1,,2,
96261,4,,,,,,2,4,
96262,1,40,,1,36,5,,2,
96264,1,30,1,1,24,1,,2,
96265,4,,,,,,4,1,36
96266,1,50,,1,228,5,,2,
96268,4,,,,,,3,1,600
96269,4,,,,,,5,1,60
96270,1,60,,1,12,3,,1,36
96271,4,,,,,,3,1,504
96272,1,55,,1,11,5,,2,
96275,1,47,,1,18,1,,2,
96276,2,,1,1,6,1,,2,
96278,1,40,,3,3,2,,2,
96279,4,,,,,,6,1,180
96280,1,40,,1,2,1,,1,36
96282,1,40,,1,288,1,,2,
96283,1,58,,5,144,1,,2,
96284,4,,,,,,3,1,360
96285,4,,,,,,2,4,
96287,4,,,,,,3,1,480
96288,4,,,,,,2,1,5
96289,4,,,,,,2,1,24
96290,4,,,,,,3,1,240
96291,3,,,,,,,1,156
96293,4,,,,,,4,1,300
96295,1,40,,5,2,1,,2,
96296,4,,,,,,3,1,324
96297,2,,1,1,72,5,,2,
96298,2,,2,1,0,5,,1,6
96299,1,38,,3,2,2,,2,
96301,1,40,,4,372,1,,2,
96302,4,,,,,,3,1,240
96304,1,52,,3,156,5,,2,
96306,4,,,,,,3,1,252
96308,1,40,,1,0,3,,1,120
96309,4,,,,,,3,1,360
96310,1,40,,3,108,3,,1,180
96311,1,20,2,1,2,2,,1,5
96312,4,,,,,,1,1,24
96313,1,35,,1,12,2,,1,48
96317,4,,,,,,3,1,336
96318,1,40,,5,96,5,,2,
96319,4,,,,,,3,1,552
96320,1,40,,4,17,1,,1,108
96321,4,,,,,,4,1,276
96322,4,,,,,,1,1,7
96323,1,35,,4,336,1,,2,
96325,1,47,,1,18,3,,1,60
96329,4,,,,,,1,1,48
96330,4,,,,,,3,1,300
96332,1,52,,1,72,1,,2,
96333,3,,,,,,,1,60
96335,1,20,2,5,420,5,,2,
96336,4,,,,,,3,1,336
96337,1,24,2,1,12,2,,2,
96338,1,5,2,1,7,2,,2,
96339,4,,,,,,3,1,108
96340,1,40,,1,24,1,,2,
96342,4,,,,,,3,1,288
96344,4,,,,,,6,1,5
96346,1,46,,1,3,5,,1,48
96348,1,40,,1,6,2,,1,72
96349,1,35,,4,120,1,,1,204
96350,1,30,2,1,7,2,,1,24
96351,1,80,,1,48,3,,1,168
96352,4,,,,,,3,1,360
96355,4,,,,,,2,4,
96357,4,,,,,,3,1,324
96358,1,48,,1,10,5,,1,192
96360,4,,,,,,3,1,192
96361,4,,,,,,2,4,
96362,4,,,,,,3,1,240
96365,1,40,,5,12,5,,1,72
96366,4,,,,,,6,1,180
96367,4,,,,,,3,1,156
96368,3,,,,,,,1,24
96370,4,,,,,,3,1,300
96372,1,50,,1,120,5,,2,
96373,3,,,,,,,1,96
96374,4,,,,,,2,4,
96375,4,,,,,,3,1,420
96377,1,40,,1,60,2,,2,
96379,1,9,2,1,18,5,,2,
96380,1,60,,1,24,3,,2,
96382,1,55,,4,3,3,,1,108
96383,3,,,,,,,4,
96385,4,,,,,,1,1,360
96386,4,,,,,,6,1,240
96388,4,,,,,,2,1,12
96389,4,,,,,,3,1,240
96390,1,48,,4,132,5,,2,
96391,4,,,,,,2,4,
96392,4,,,,,,2,1,60
96393,4,,,,,,3,1,360
96396,1,50,,2,24,5,,1,120
96398,1,45,,1,6,1,,1,60
96399,1,35,,4,24,1,,2,
96400,1,66,,5,180,5,,2,
96402,1,20,2,1,6,2,,2,
96403,4,,,,,,7,1,72
96404,4,,,,,,3,1,240
96405,4,,,,,,1,1,12
96406,4,,,,,,3,1,180
96408,1,40,,3,72,5,,1,216
96409,4,,,,,,3,4,
96411,1,40,,3,6,1,,2,
96413,4,,,,,,3,1,180
96415,1,36,,3,2,3,,1,132
96416,1,50,,1,24,3,,1,96
96417,2,,2,3,4,1,,2,
96420,1,45,,1,324,5,,2,
96422,1,23,1,1,192,3,,2,
96426,4,,,,,,3,1,480
96428,1,20,2,1,0,2,,2,
96429,4,,,,,,3,1,360
96431,4,,,,,,7,1,252
96432,1,40,,1,144,5,,2,
96433,4,,,,,,1,1,48
96436,4,,,,,,3,1,240
96439,4,,,,,,6,1,108
96440,1,40,,1,360,1,,1,360
96441,1,40,,2,60,1,,1,240
96443,4,,,,,,2,4,
96444,1,40,,1,24,5,,2,
96445,1,24,1,1,264,5,,2,
96446,1,16,2,5,204,2,,2,
96448,4,,,,,,1,1,60
96449,4,,,,,,7,1,12
96450,4,,,,,,6,1,240
96451,4,,,,,,7,1,120
96452,1,40,,1,48,3,,1,240
96453,3,,,,,,,1,12
96455,1,40,,1,30,1,,1,48
96456,2,,1,2,360,1,,2,
96457,1,40,,1,240,3,,2,
96462,4,,,,,,3,3,108
96463,4,,,,,,7,1,60
96464,1,24,2,6,48,1,,1,24
96465,1,40,,5,2,5,,1,36
96466,4,,,,,,1,1,60
96467,4,,,,,,7,1,5
96468,4,,,,,,3,1,168
96469,4,,,,,,1,1,72
96470,1,38,,1,84,1,,1,360
96471,4,,,,,,3,1,180
96473,1,15,2,1,132,1,,1,396
96474,1,40,,1,36,1,,2,
96475,4,,,,,,6,1,24
96476,1,40,,3,144,5,,2,
96477,4,,,,,,3,1,180
96478,4,,,,,,2,4,
96479,1,43,,1,216,1,,1,216
96480,4,,,,,,3,1,300
96481,1,48,,1,8,2,,1,96
96483,2,,2,1,216,5,,2,
96484,1,40,,1,26,2,,2,
96485,1,23,2,1,9,5,,1,12
96486,4,,,,,,3,1,600
96487,4,,,,,,2,1,5
96488,1,45,,1,36,2,,2,
96489,4,,,,,,1,1,36
96490,4,,,,,,4,1,48
96491,4,,,,,,1,1,120
96495,1,48,,1,0,2,,1,24
96497,1,28,2,1,36,5,,2,
96500,2,,1,1,24,3,,2,
96501,4,,,,,,6,1,36
96502,4,,,,,,6,1,120
96503,4,,,,,,1,4,
96505,1,40,,1,4,5,,1,120
96506,4,,,,,,3,1,300
96507,1,48,,1,48,5,,2,
96508,4,,,,,,7,1,204
96509,1,48,,1,12,1,,1,18
96510,1,40,,1,192,5,,2,
96511,1,45,,1,7,5,,1,72
96512,1,35,,1,120,1,,1,312
96513,4,,,,,,2,1,8
96514,4,,,,,,3,1,180
96515,1,68,,1,13,2,,1,120
96516,4,,,,,,2,1,12
96517,3,,,,,,,1,168
96519,4,,,,,,4,4,
96521,4,,,,,,6,1,336
96522,1,20,1,5,240,1,,2,
96523,1,32,1,1,36,5,,2,
96525,4,,,,,,3,1,240
96526,1,40,,2,132,1,,2,
96528,1,40,,99,1,3,,2,
96529,1,40,,1,180,2,,2,
96532,1,32,2,1,132,5,,2,
96534,1,46,,1,5,1,,1,24
96537,1,40,,1,180,3,,2,
96538,4,,,,,,1,1,144
96540,1,80,,1,204,1,,2,
96542,1,30,2,1,4,5,,2,
96543,1,80,,1,48,5,,2,
96545,4,,,,,,2,4,
96546,1,42,,1,48,1,,2,
96547,1,40,,3,168,1,,2,
96548,4,,,,,,1,1,72
96551,4,,,,,,1,1,72
96552,4,,,,,,7,1,144
96553,4,,,,,,3,1,324
96554,1,48,,1,24,3,,1,84
96555,1,40,,1,48,1,,2,
96557,4,,,,,,7,1,12
96558,1,25,1,1,60,3,,2,
96560,1,34,1,1,360,3,,2,
96561,2,,2,1,180,5,,1,240
96564,1,32,1,4,312,3,,2,
96565,4,,,,,,2,1,5
96566,4,,,,,,2,1,84
96568,1,25,2,1,156,5,,1,324
96569,4,,,,,,3,1,408
96571,4,,,,,,7,1,84
96573,1,40,,4,36,5,,2,
96574,1,16,2,1,24,1,,1,60
96576,2,,2,5,6,5,,1,144
96578,1,40,,2,252,2,,2,
96580,1,40,,1,24,3,,2,
96582,1,6,1,5,84,3,,1,24
96583,4,,,,,,3,1,600
96585,1,48,,5,240,1,,2,
96586,1,19,2,3,4,1,,1,516
96587,1,16,1,1,12,3,,2,
96588,3,,,,,,,1,48
96590,1,40,,1,8,3,,2,
96592,4,,,,,,3,1,444
96593,1,41,,1,12,2,,2,
96594,4,,,,,,6,1,72
96595,1,45,,1,3,5,,1,36
96596,1,42,,1,84,3,,2,
96598,1,20,2,1,456,3,,2,
96599,4,,,,,,3,1,420
96600,1,38,,1,12,2,,2,
96602,4,,,,,,3,1,600
96603,1,55,,5,300,5,,2,
96604,1,40,,1,108,1,,2,
96605,1,40,,1,96,1,,2,
96607,4,,,,,,3,1,360
96608,1,55,,1,72,5,,2,
96609,1,42,,1,120,1,,2,
96610,4,,,,,,1,1,6
96614,4,,,,,,3,1,312
96615,1,30,2,1,24,1,,2,
96616,1,40,,2,252,2,,2,
96618,1,40,,1,48,1,,2,
96619,4,,,,,,1,3,36
96621,4,,,,,,1,1,216
96622,3,,,,,,,1,120
96623,1,48,,1,156,1,,1,180
96624,1,40,,1,5,1,,2,
96625,1,40,,1,24,1,,2,
96626,1,24,2,1,5,1,,2,
96628,1,40,,1,6,3,,1,60
96629,1,41,,1,132,5,,2,
96630,1,35,,4,120,1,,1,120
96631,1,40,,1,18,5,,2,
96632,4,,,,,,3,1,240
96633,4,,,,,,3,1,264
96634,1,41,,1,5,3,,1,480
96636,1,40,,3,240,1,,2,
96637,4,,,,,,2,4,
96638,1,44,,1,24,1,,1,360
96639,4,,,,,,3,1,324
96641,1,60,,1,8,1,,3,180
96642,1,32,2,1,36,3,,2,
96644,4,,,,,,3,1,240
96645,4,,,,,,7,1,5
96646,1,60,,5,12,5,,1,60
96648,1,22,2,1,6,5,,1,276
96649,1,17,1,1,12,5,,2,
96651,1,40,,3,10,3,,1,36
96652,4,,,,,,3,1,72
96653,1,40,,3,18,5,,1,60
96654,4,,,,,,3,1,564
96656,1,40,,1,1,3,,2,
96657,1,40,,1,12,1,,2,
96658,1,40,,4,396,1,,2,
96659,4,,,,,,7,1,228
96660,1,40,,1,6,1,,1,504
96661,1,40,,1,18,1,,2,
96663,1,15,2,1,2,5,,1,5
96666,4,,,,,,6,1,60
96667,1,38,,1,144,3,,2,
96669,4,,,,,,1,4,
96671,1,40,,1,48,1,,2,
96672,1,40,,1,48,3,,2,
96674,1,40,,1,15,1,,1,96
96675,1,40,,1,3,2,,2,
96676,4,,,,,,7,1,120
96677,1,20,2,1,14,2,,1,24
96679,1,16,2,1,12,1,,2,
96681,1,42,,1,156,1,,2,
96683,1,30,1,1,42,5,,1,48
96684,1,40,,1,132,1,,2,
96685,4,,,,,,2,1,5
96687,4,,,,,,3,1,96
96688,4,,,,,,6,1,96
96692,4,,,,,,2,1,5
96693,2,,2,6,24,5,,2,
96694,1,36,,1,240,1,,2,
96695,4,,,,,,1,1,36
96696,3,,,,,,,1,5
96697,1,40,,1,0,5,,1,36
96698,1,40,,1,156,1,,2,
96699,1,80,,3,156,2,,2,
96700,4,,,,,,3,1,240
96701,4,,,,,,3,1,120
96702,4,,,,,,2,4,
96704,4,,,,,,3,1,408
96705,1,45,,1,36,3,,2,
96706,1,60,,5,84,5,,2,
96707,4,,,,,,6,1,180
96708,1,37,,1,36,1,,2,
96710,4,,,,,,7,4,
96711,1,25,2,5,12,5,,2,
96712,4,,,,,,3,1,180
96713,1,40,,5,456,1,,2,
96718,3,,,,,,,1,252
96719,4,,,,,,5,1,132
96720,4,,,,,,3,1,96
96721,1,52,,5,48,1,,2,
96722,4,,,,,,3,1,300
96723,1,40,,1,24,3,,2,
96725,1,66,,1,24,5,,1,216
96726,4,,,,,,7,1,144
96727,4,,,,,,3,1,24
96730,1,40,,1,36,3,,1,240
96731,1,65,,1,12,5,,1,36
96732,1,50,,1,120,3,,2,
96734,4,,,,,,2,1,5
96736,4,,,,,,3,1,192
96737,4,,,,,,2,1,48
96739,4,,,,,,2,1,6
96740,1,60,,1,3,5,,2,
96743,1,40,,1,8,3,,1,144
96744,1,40,,1,156,1,,1,96
96745,4,,,,,,4,1,96
96746,1,20,2,1,0,2,,2,
96748,4,,,,,,1,1,12
96750,4,,,,,,6,1,8
96752,1,40,,1,48,1,,1,204
96753,4,,,,,,3,1,360
96754,4,,,,,,3,1,144
96755,4,,,,,,1,4,
96756,4,,,,,,1,4,
96758,2,,1,3,264,5,,2,
96759,1,60,,1,9,5,,1,24
96760,4,,,,,,4,1,240
96764,1,36,,1,4,5,,2,
96766,3,,,,,,,1,120
96768,1,40,,5,276,5,,2,
96770,1,40,,1,480,1,,2,
96771,4,,,,,,3,1,240
96774,1,40,,1,6,1,,1,48
96775,4,,,,,,3,1,144
96776,1,42,,1,3,2,,2,
96777,1,40,,1,12,2,,2,
96778,4,,,,,,2,1,6
96780,4,,,,,,3,1,444
96783,3,,,,,,,1,18
96784,4,,,,,,7,1,360
96785,4,,,,,,3,4,
96786,1,50,,4,48,2,,1,120
96787,9,,,,,,,1,600
96788,1,30,1,3,12,3,,1,24
96789,4,,,,,,3,1,36
96790,4,,,,,,6,1,156
96792,1,40,,1,240,1,,2,
96793,1,40,,1,168,1,,2,
96795,1,40,,1,1,1,,2,
96796,4,,,,,,3,1,240
96798,1,20,2,1,60,3,,1,180
96799,4,,,,,,3,1,396
96800,1,40,,3,180,1,,1,96
96804,4,,,,,,6,1,18
96805,4,,,,,,6,1,264
96809,4,,,,,,3,1,240
96810,1,40,,1,5,5,,1,96
96811,1,36,,1,60,2,,2,
96812,4,,,,,,3,1,144
96813,1,12,1,1,13,3,,2,
96815,4,,,,,,3,1,120
96816,4,,,,,,1,1,12
96818,1,40,,1,36,5,,2,
96820,1,20,1,5,72,5,,1,180
96821,1,30,1,1,36,1,,2,
96822,1,43,,1,8,1,,1,24
96823,1,30,2,1,12,2,,2,
96825,1,40,,5,36,5,,2,
96826,1,80,,1,4,5,,2,
96827,4,,,,,,6,1,384
96829,1,45,,1,36,1,,2,
96830,1,50,,5,360,3,,1,144
96833,4,,,,,,1,1,12
96834,4,,,,,,3,1,240
96835,4,,,,,,3,1,312
96836,1,30,1,4,60,1,,2,
96838,4,,,,,,7,1,24
96839,4,,,,,,2,1,18
96840,1,35,,1,36,1,,1,324
96841,4,,,,,,3,1,96
96842,1,12,2,5,192,5,,1,156
96843,4,,,,,,2,4,
96844,1,55,,1,24,3,,2,
96847,1,50,,1,168,5,,2,
96848,4,,,,,,7,1,12
96850,4,,,,,,2,4,
96851,4,,,,,,1,1,240
96852,1,45,,1,48,3,,2,
96854,1,49,,2,42,3,,1,180
96855,4,,,,,,3,1,300
96859,1,10,2,5,72,5,,2,
96860,1,40,,1,18,1,,1,108
96862,2,,1,4,348,1,,2,
96863,1,40,,3,240,1,,2,
96865,1,40,,1,0,2,,1,24
96866,4,,,,,,3,1,384
96868,4,,,,,,1,1,60
96869,1,22,2,1,8,5,,1,156
96870,4,,,,,,5,1,204
96871,4,,,,,,3,1,132
96873,4,,,,,,7,1,180
96874,4,,,,,,3,1,264
96875,1,37,,4,252,1,,2,
96876,4,,,,,,3,1,216
96877,1,40,,4,6,1,,1,60
96878,4,,,,,,3,1,576
96879,1,40,,1,5,1,,1,18
96881,4,,,,,,2,4,
96882,1,55,,1,13,3,,2,
96883,4,,,,,,3,1,252
96884,1,60,,5,300,5,,2,
96885,1,48,,1,8,1,,2,
96887,4,,,,,,1,1,300
96890,1,45,,1,3,3,,2,
96891,1,40,,5,132,1,,2,
96892,4,,,,,,3,1,360
96893,1,72,,1,12,5,,2,
96894,1,60,,2,144,2,,1,168
96895,4,,,,,,1,1,120
96896,4,,,,,,3,1,276
96898,1,55,,1,372,1,,2,
96899,1,5,2,4,1,2,,1,5
96900,1,50,,1,12,5,,2,
96901,4,,,,,,1,1,60
96902,1,40,,4,60,5,,2,
96903,1,24,2,1,48,2,,2,
96906,4,,,,,,3,1,300
96907,1,25,1,1,42,5,,1,156
96908,4,,,,,,3,1,48
96909,4,,,,,,6,1,120
96912,1,80,,3,108,5,,2,
96913,1,40,,1,12,2,,1,48
96915,1,55,,4,12,1,,1,96
96916,4,,,,,,3,1,360
96921,1,40,,5,216,5,,2,
96922,1,56,,3,240,5,,2,
96924,3,,,,,,,4,
96925,3,,,,,,,1,60
96926,4,,,,,,3,1,396
96927,4,,,,,,3,1,192
96928,4,,,,,,6,1,192
96930,4,,,,,,3,1,492
96933,4,,,,,,6,1,180
96934,4,,,,,,6,1,60
96935,4,,,,,,6,1,120
96938,1,60,,1,324,2,,2,
96939,1,40,,1,2,2,,1,24
96940,3,,,,,,,1,132
96941,1,32,1,2,144,1,,2,
96944,4,,,,,,3,1,144
96945,1,40,,1,12,2,,2,
96946,4,,,,,,3,1,240
96948,1,36,,1,60,2,,2,
96951,1,38,,1,15,5,,1,36
96952,4,,,,,,4,1,252
96953,1,32,1,1,48,3,,1,180
96954,4,,,,,,7,1,300
96955,1,70,,5,300,5,,2,
96956,4,,,,,,3,1,420
96958,4,,,,,,1,1,12
96959,1,40,,1,108,1,,2,
96960,1,40,,1,24,1,,2,
96962,4,,,,,,3,1,216
96964,1,45,,1,120,1,,2,
96965,4,,,,,,6,1,120
96966,1,40,,1,0,5,,1,72
96967,1,20,2,1,10,2,,2,
96969,1,40,,1,3,3,,1,96
96970,3,,,,,,,1,240
96971,4,,,,,,2,4,
96972,4,,,,,,4,1,360
96973,4,,,,,,3,1,444
96975,1,30,2,1,24,1,,2,
96976,1,40,,1,300,1,,2,
96978,1,12,2,1,6,2,,1,300
96979,1,30,1,1,48,5,,2,
96982,1,12,2,5,360,5,,2,
96983,4,,,,,,3,1,360
96984,1,45,,77,77777,7,,7,
96985,4,,,,,,4,1,216
96987,1,45,,1,264,1,,2,
96989,4,,,,,,3,1,24
96990,1,40,,1,1,3,,1,84
96992,1,42,,1,1,1,,1,144
96993,1,40,,5,408,5,,2,
96994,4,,,,,,6,1,168
96996,4,,,,,,1,1,48
96998,4,,,,,,6,1,24
97000,2,,1,5,24,5,,1,84
97003,1,20,1,6,28,3,,1,24
97004,4,,,,,,2,4,
97009,1,39,,1,1,3,,1,36
97010,4,,,,,,5,1,36
97011,4,,,,,,1,1,24
97013,4,,,,,,4,1,60
97015,1,15,2,1,60,5,,1,276
97017,4,,,,,,3,1,60
97018,1,40,,5,12,1,,2,
97019,1,37,,1,12,2,,2,
97021,1,40,,1,7,2,,1,36
97022,1,40,,1,168,1,,2,
97023,4,,,,,,3,1,204
97024,4,,,,,,6,1,12
97025,1,49,,1,15,3,,2,
97026,4,,,,,,3,1,336
97027,1,40,,1,4,1,,2,
97028,4,,,,,,7,4,
97029,1,60,,99,7,5,,2,
97030,1,40,,99,60,3,,1,324
97031,1,40,,5,480,1,,1,480
97032,1,55,,2,288,3,,2,
97034,1,17,2,5,72,3,,2,
97035,4,,,,,,1,1,96
97036,1,27,2,1,7,3,,1,48
97037,1,40,,1,24,1,,2,
97038,4,,,,,,4,1,120
97039,4,,,,,,3,1,480
97040,4,,,,,,6,1,48
97041,1,43,,1,48,1,,2,
97042,1,40,,3,24,5,,1,60
97043,4,,,,,,2,4,
97044,3,,,,,,,1,8
97046,1,60,,1,36,5,,2,
97048,1,13,2,1,18,1,,1,72
97049,1,50,,1,144,5,,2,
97051,4,,,,,,3,1,144
97054,1,10,2,5,108,5,,2,
97055,3,,,,,,,1,300
97056,1,26,1,1,0,3,,1,144
97057,1,40,,1,13,1,,2,
97058,4,,,,,,3,1,132
97059,1,50,,5,36,5,,2,
97060,4,,,,,,7,1,36
97063,1,40,,1,168,2,,1,180
97064,1,52,,5,1,5,,1,27
97065,1,60,,1,96,1,,2,
97067,1,40,,1,3,1,,2,
97070,4,,,,,,2,4,
97071,1,35,,1,72,1,,2,
97073,2,,1,4,132,1,,2,
97075,1,20,2,4,15,2,,2,
97076,1,45,,1,2,5,,1,12
97077,1,38,,1,5,5,,1,180
97078,1,50,,1,12,3,,1,6
97080,4,,,,,,3,1,300
97081,1,80,,1,60,5,,2,
97088,4,,,,,,4,1,12
97089,4,,,,,,3,1,36
97092,1,40,,1,132,1,,2,
97093,1,50,,5,2,5,,1,156
97094,1,16,2,1,24,1,,2,
97095,1,40,,1,30,3,,2,
97096,4,,,,,,3,1,132
97097,1,45,,1,84,3,,2,
97098,1,16,2,1,12,1,,2,
97099,4,,,,,,3,1,504
97100,1,40,,2,60,5,,1,60
97102,2,,1,1,132,5,,1,204
97103,1,48,,1,4,5,,2,
97104,1,44,,1,3,5,,1,156
97105,1,40,,3,132,3,,2,
97106,1,20,2,1,36,1,,2,
97107,1,40,,2,156,2,,2,
97108,1,40,,1,120,1,,2,
97109,4,,,,,,3,1,240
97111,1,40,,1,120,5,,2,
97112,4,,,,,,2,4,
97114,1,8,2,1,4,5,,2,
97115,4,,,,,,3,1,396
97116,1,12,2,1,10,5,,2,
97117,1,40,,5,120,3,,1,180
97118,4,,,,,,3,1,360
97120,4,,,,,,3,1,36
97121,1,30,1,1,60,1,,2,
97122,1,44,,1,6,5,,2,
97123,1,30,2,1,48,5,,2,
97124,4,,,,,,3,1,120
97125,4,,,,,,6,1,120
97127,1,60,,2,3,5,,1,24
97128,4,,,,,,1,1,72
97129,1,40,,1,36,1,,2,
97130,1,7,1,1,24,3,,2,
97131,1,35,,4,228,1,,2,
97133,4,,,,,,3,1,348
97137,4,,,,,,4,4,
97138,1,40,,1,5,1,,1,60
97139,4,,,,,,4,1,60
97140,4,,,,,,1,1,12
97142,4,,,,,,1,1,9
97143,1,70,,5,420,5,,2,
97144,4,,,,,,7,1,7
97145,1,27,2,1,24,2,,2,
97146,4,,,,,,2,1,5
97147,1,36,,1,6,2,,1,18
97149,4,,,,,,3,1,240
97150,1,48,,1,60,1,,2,
97152,1,40,,1,84,1,,1,180
97153,4,,,,,,2,1,72
97155,1,30,1,1,216,5,,2,
97156,4,,,,,,1,1,48
97157,3,,,,,,,1,36
97160,4,,,,,,7,4,
97161,4,,,,,,6,1,480
97162,4,,,,,,6,1,24
97163,1,50,,1,180,3,,2,
97164,4,,,,,,3,1,228
97165,4,,,,,,1,1,180
97166,4,,,,,,1,1,6
97168,1,40,,1,72,2,,2,
97169,1,25,2,3,24,3,,1,120
97171,4,,,,,,3,1,444
97173,1,30,2,1,3,5,,1,24
97174,1,40,,1,72,5,,2,
97176,4,,,,,,4,1,120
97177,4,,,,,,6,1,48
97178,4,,,,,,6,1,84
97180,4,,,,,,3,1,516
97181,1,60,,1,456,1,,1,456
97182,4,,,,,,2,1,36
97183,1,38,,1,12,1,,1,60
97184,1,49,,1,108,5,,2,
97186,1,57,,1,24,3,,2,
97188,4,,,,,,3,1,144
97189,4,,,,,,7,1,264
97191,4,,,,,,2,1,36
97192,1,12,2,1,24,3,,1,120
97193,1,40,,1,36,5,,1,48
97194,4,,,,,,3,1,180
97197,1,40,,1,156,1,,2,
97198,4,,,,,,3,1,480
97200,3,,,,,,,1,120
97201,1,30,1,1,24,5,,1,48
97204,4,,,,,,3,1,24
97206,4,,,,,,3,1,432
97208,1,20,2,1,4,5,,2,
97209,4,,,,,,3,1,360
97210,1,40,,1,48,5,,2,
97211,4,,,,,,6,1,36
97215,4,,,,,,3,1,72
97216,4,,,,,,3,1,276
97217,1,20,2,1,36,5,,2,
97221,1,20,2,1,24,3,,1,360
97222,4,,,,,,6,1,60
97223,3,,,,,,,1,5
97224,4,,,,,,3,1,360
97225,4,,,,,,3,1,156
97228,4,,,,,,6,1,84
97229,4,,,,,,3,1,252
97231,1,48,,1,60,5,,2,
97232,3,,,,,,,1,5
97233,1,36,,1,6,5,,1,180
