"SEQN","FSD032A","FSD032B","FSD032C","FSD032D","FSD032E","FSD032F","FSD041","FSD052","FSD061","FSD071","FSD081","FSD092","FSD102","FSD111","FSD122","FSD132","FSD141","FSD146","FSDHH","FSDAD","FSDCH","FSD151","FSD401","FSD411","FSD421","FSD431","FSQ440","FSD451","FSQ170","FSD170N","FSD180","FSD190","FSD200","FSQ210","FSQ220","FSQ162","FSD650","FSD660","FSD670"
36362,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,2,,2,0,2,,,,,2,,,
36363,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36364,2,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,,,2,0,2,,,,,2,,,
36365,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
36366,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36367,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36368,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,,,,
36369,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36370,2,2,3,2,3,3,2,,2,2,2,,,,,,,,3,2,2,2,2,3,3,3,2,2,2,0,2,,,,,1,1,1,3
36371,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,1,2,,,400,,1,1,1,6
36372,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
36373,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
36374,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
36375,3,3,2,,,,2,,2,2,2,,,,,,,,2,2,,2,3,3,3,3,2,,2,0,2,,,,,2,,,
36376,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
36377,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,,,,
36378,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36379,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
36380,2,2,3,2,2,2,2,,1,2,2,2,,1,2,,1,2,4,3,4,2,2,3,3,3,,2,2,0,2,,,,,1,,,
36381,1,1,1,2,2,3,1,3,1,1,1,2,,2,2,,2,2,4,4,3,1,1,1,1,2,,1,2,0,2,,,,,2,,,
36382,2,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,1,3,3,3,3,,,1,1,2,,,273,,2,2,,
36383,3,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,9,9,9,9,,,2,0,2,,,,,1,2,,
36384,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36385,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,1,,,,,,,1,1,2,,,242,,1,1,1,1
36386,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36387,1,1,1,1,1,3,1,1,1,1,1,1,2,2,2,,2,2,4,4,3,1,3,3,3,3,2,,1,3,1,1,2,,387,1,1,1,48
36388,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36389,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
36390,1,1,2,1,2,2,1,2,2,2,2,2,,2,2,,2,2,4,3,3,1,3,3,3,3,2,,2,0,2,,,,,2,,,
36391,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,1,1,1
36392,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,,,
36393,1,1,1,1,1,1,2,,2,2,2,2,,2,2,,2,2,3,3,3,2,3,3,3,3,,,1,7,1,12,1,376,,1,1,1,1
36394,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
36395,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
36396,1,1,1,1,1,1,1,1,1,1,1,2,,1,1,3,1,2,4,4,4,2,2,3,3,2,1,1,1,1,1,3,1,518,,1,,,
36397,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36398,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
36399,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,1,1,2
36400,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,3,1,12,1,317,,2,,,
36401,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
36402,3,2,2,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,,,1,2,1,9,1,130,,1,1,1,1
36403,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,,,,
36404,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,,,
36405,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
36406,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
36407,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
36408,1,2,2,3,3,3,2,,2,2,2,,,,,,,,3,3,1,2,3,3,3,3,2,,1,5,1,12,1,258,,2,,,
36409,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
36410,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,1,1,1
36411,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
36412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36413,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,2,,
36414,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
36415,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
36416,2,2,2,,,,1,2,2,1,2,2,,,,,,,4,4,,2,2,2,2,2,2,2,2,0,2,,,,,2,,,
36417,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
36418,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,,,
36419,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36420,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36421,2,2,2,,,,1,2,1,1,2,2,,,,,,,4,4,,1,2,3,2,3,2,2,2,0,2,,,,,2,2,,
36422,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36423,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36424,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,1,1,12,1,350,,2,2,,
36425,1,1,1,1,1,1,1,1,1,1,1,2,,1,2,,2,2,4,4,3,1,3,3,3,3,,,2,0,2,,,,,1,1,1,1
36426,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,1,1,6
36427,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
36428,2,2,3,3,3,3,2,,1,2,2,2,,2,2,,2,2,3,3,1,2,3,3,3,3,2,,1,1,2,,,,150,2,,,
36429,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36430,2,2,2,2,2,2,2,,2,2,2,2,,2,2,,2,2,3,3,3,2,3,3,3,3,,,2,0,2,,,,,1,1,1,1
36431,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,1,2,,,337,,1,1,1,1
36432,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36433,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,,,
36434,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36435,1,2,2,2,2,2,2,,2,2,2,2,,2,2,,2,2,3,3,3,2,3,3,3,3,,,2,0,2,,,,,1,1,1,1
36436,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36437,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
36438,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
36439,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36440,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
36441,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,,2,2,0,2,,,,,2,,,
36442,2,2,2,,,,2,,2,2,2,,,,,,,,3,3,,2,2,3,3,3,2,2,2,0,2,,,,,,,,
36443,2,2,2,2,1,2,2,,2,2,2,2,,2,2,,2,2,3,3,3,2,3,3,3,3,,2,2,0,2,,,,,1,,,
36444,1,2,2,1,3,3,2,,2,2,2,,,,,,,,3,3,2,2,3,3,3,3,2,,2,0,2,,,,,2,,,
36445,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
36446,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,1,2,,,195,,2,,,
36447,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
36448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
36449,2,3,3,,,,2,,2,2,2,,,,,,,,2,2,,2,,,,,,,1,1,2,,,,236,2,,,
36450,2,2,3,2,3,3,1,2,1,1,2,2,,2,2,,2,2,3,4,2,2,2,3,3,3,,2,2,0,2,,,,,2,2,,
36451,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
36452,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36453,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,1,1,12
36454,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
36455,2,2,3,2,3,3,2,,2,2,2,,,,,,,,3,2,2,2,3,3,3,3,,,2,0,2,,,,,2,1,2,12
36456,2,2,3,2,3,3,1,2,1,2,2,2,,2,2,,2,2,3,3,2,2,3,3,3,3,,,1,4,1,12,1,313,,1,,,
36457,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36458,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
36459,1,2,2,2,2,2,2,,2,2,2,2,,2,2,,2,2,3,3,3,1,,,,,,,2,0,2,,,,,1,,,
36460,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36461,2,3,2,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,2,,2,0,2,,,,,1,1,1,13
36462,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
36463,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36464,2,1,2,,,,1,1,1,2,2,2,,,,,,,4,4,,2,2,2,2,2,1,1,2,0,2,,,,,,,,
36465,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36466,2,2,2,3,3,3,2,,1,2,2,2,,2,2,,2,2,3,3,1,2,3,3,3,3,2,,1,1,1,6,1,149,,1,,,
36467,2,2,3,2,2,3,2,,1,1,2,2,,2,2,,2,2,3,3,3,2,,,,,,,2,0,2,,,,,2,,,
36468,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
36469,1,1,1,,,,2,,2,2,2,,,,,,,,3,3,,2,3,3,3,3,2,,2,0,2,,,,,2,,,
36470,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36471,3,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,,,,,,,2,0,2,,,,,2,2,,
36472,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
36473,1,1,2,2,2,3,1,2,1,2,2,2,,2,2,,2,2,4,4,3,1,3,3,3,3,,,1,4,1,9,1,283,,1,1,1,36
36474,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
36475,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,2,,
36476,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,2,,
36477,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,1,2,,,200,,1,2,,
36478,2,2,3,,,,2,,2,2,2,,,,,,,,2,2,,2,3,3,3,3,2,,1,2,2,,,274,,2,,,
36479,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36480,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36481,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36482,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
36483,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
36484,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
36485,1,1,1,1,1,3,1,1,1,1,1,1,2,2,2,,2,2,4,4,3,1,3,3,3,3,,,1,3,1,1,2,,387,1,1,1,1
36486,1,1,2,2,3,3,1,1,2,2,2,2,,2,2,,2,2,3,3,2,2,3,3,3,3,2,,1,5,2,,,278,,2,,,
36487,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
36488,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,1,1,12
36489,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36490,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,7,3,3,,,1,5,1,9,2,,168,2,,,
36491,2,2,2,2,2,3,2,,2,2,2,,,,,,,,3,3,3,1,3,3,3,3,,,2,0,2,,,,,1,1,1,5
36492,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36493,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
36494,3,3,2,,,,2,,2,2,2,,,,,,,,2,2,,2,3,3,3,3,2,,2,0,2,,,,,,,,
36495,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
36496,2,3,3,,,,2,,2,2,2,,,,,,,,2,2,,2,3,3,3,3,2,,2,0,2,,,,,2,,,
36497,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36498,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
36499,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
36500,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36501,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
36502,2,2,2,2,2,2,1,2,2,2,2,2,,2,2,,2,2,4,3,3,1,2,1,3,3,2,2,2,0,2,,,,,2,,,
36503,1,2,3,2,2,3,1,2,1,1,2,2,,2,2,,2,2,4,4,3,1,3,3,3,3,2,,1,1,2,,,319,,2,,,
36504,2,2,2,2,2,3,2,,2,2,2,,,,,,,,3,3,3,1,3,3,3,3,2,,2,0,2,,,,,2,,,
36505,2,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,,,1,2,1,12,1,136,,1,1,1,24
36506,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
36507,2,2,2,2,3,3,2,,2,2,2,,,,,,,,3,3,2,2,2,2,2,2,,1,1,1,2,,,130,,1,,,
36508,2,3,3,2,3,3,2,,2,2,2,,,,,,,,2,2,2,1,3,3,3,3,,,1,4,1,4,1,400,,1,1,1,4
36509,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
36510,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,5,1,,,12,,2,2,,
36511,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36512,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36513,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
36514,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36515,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36516,2,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,,2,2,0,2,,,,,2,,,
36517,2,3,2,2,2,3,2,,2,2,2,,,,,,,,3,2,3,2,3,3,3,3,2,,1,2,1,5,2,,0,1,,,
36518,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
36519,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
36520,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
36521,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36522,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36523,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36524,2,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,2,,1,1,2,,,285,,2,,,
36525,3,3,3,,,,,,,,,,,,,,,,1,1,,1,,,,,,,2,0,2,,,,,,,,
36526,1,1,2,2,3,3,2,,2,2,2,,,,,,,,3,3,2,1,3,3,3,3,,,2,0,2,,,,,1,1,1,3
36527,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36528,3,3,2,,,,2,,2,2,2,,,,,,,,2,2,,2,3,3,3,3,2,,2,0,2,,,,,,,,
36529,1,2,2,3,3,3,2,,2,2,2,,,,,,,,3,3,1,2,3,3,3,3,,2,2,0,2,,,,,1,,,
36530,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
36531,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36532,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
36533,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,2,1,2,4,4,4,1,2,3,2,2,,2,2,0,2,,,,,2,,,
36534,2,2,2,2,2,3,2,,2,1,2,2,,2,2,,2,2,3,3,3,2,3,3,3,3,2,,2,0,2,,,,,1,,,
36535,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36536,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36537,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,1,2,,,300,,1,,,
36538,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
36539,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
36540,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
36541,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,1,1,36
36542,2,3,2,2,2,3,2,,2,2,2,,,,,,,,3,2,3,2,3,3,3,3,,,1,2,1,,,,0,1,1,2,12
36543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
36544,2,3,3,2,3,3,2,,2,2,2,,,,,,,,2,2,2,2,2,2,3,3,,2,2,0,2,,,,,2,,,
36545,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,2,2,,,230,,1,,,
36546,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36547,2,3,2,2,2,2,2,,1,2,2,2,,1,2,,1,2,4,3,4,2,3,3,3,3,,,2,0,2,,,,,1,1,1,48
36548,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
36549,2,3,1,,,,2,,1,1,2,2,,,,,,,3,3,,2,,,,,,,2,0,2,,,,,,,,
36550,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
36551,1,2,3,1,1,3,2,,2,1,2,2,,1,2,,2,1,3,3,3,2,3,3,3,3,,2,1,5,1,11,1,626,,2,,,
36552,2,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,,2,2,0,2,,,,,2,,,
36553,2,2,2,2,2,2,2,,2,2,2,2,,2,2,,2,2,3,3,3,2,3,3,2,3,,2,2,0,2,,,,,2,,,
36554,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36555,1,1,1,1,1,1,2,,2,2,2,2,,2,2,,2,2,3,3,3,2,3,3,3,3,2,,2,0,2,,,,,1,,,
36556,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36557,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,1,,,,,,,2,0,2,,,,,1,,,
36558,2,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,9,3,3,3,,2,2,0,2,,,,,1,,,
36559,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
36560,1,2,3,,,,2,,2,2,2,,,,,,,,2,2,,2,2,3,3,3,2,2,2,0,2,,,,,2,,,
36561,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36562,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,,,
36563,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36564,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36565,2,2,2,1,2,2,2,,2,2,2,2,,2,2,,2,2,3,3,3,2,3,3,3,3,,,2,0,2,,,,,2,,,
36566,1,3,3,1,3,3,1,1,1,2,2,2,,2,2,,2,2,3,3,2,2,3,3,3,3,,,1,5,1,12,1,401,,1,1,1,48
36567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
36568,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36569,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
36570,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,1,,,
36571,1,1,1,,,,1,1,1,2,1,1,1,,,,,,4,4,,2,2,2,3,2,2,1,1,1,2,,,35,,2,,,
36572,2,3,3,2,3,3,2,,2,2,2,,,,,,,,2,2,2,2,3,3,3,3,,,2,0,2,,,,,2,,,
36573,2,2,3,2,3,3,2,,2,2,2,,,,,,,,3,2,2,1,3,3,3,3,,,1,2,1,12,1,96,,1,1,1,20
36574,1,1,1,1,2,2,1,2,1,1,2,2,,2,2,,2,2,4,4,3,1,,,,,,,1,3,1,12,1,75,,2,2,,
36575,2,2,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,2,,2,0,2,,,,,2,,,
36576,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
36577,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
36578,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,1,2,,,240,,1,1,2,12
36579,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36580,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36581,2,3,3,3,3,3,2,,2,2,2,,,,,,,,2,2,1,2,3,3,3,3,2,,2,0,2,,,,,2,,,
36582,2,2,3,3,3,3,2,,1,2,2,1,2,2,2,,2,2,3,3,1,2,2,3,2,2,1,1,1,5,2,,,540,,2,,,
36583,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
36584,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36585,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36586,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
36587,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36588,2,1,1,1,1,1,1,2,1,1,1,2,,2,2,,1,2,4,4,3,2,3,3,3,3,,,1,6,1,5,2,,112,1,1,2,17
36589,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
36590,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,,,,
36591,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,2,,
36592,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,1,1,5
36593,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,0,2,,,,,2,,,
36594,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,1,2,,,500,,1,1,1,12
36595,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,1,4,1,12,1,427,,2,,,
36596,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,,,,,,,2,0,2,,,,,2,,,
