"SEQN","FSD032A","FSD032B","FSD032C","FSD041","FSD052","FSD061","FSD071","FSD081","FSD092","FSD102","FSD032D","FSD032E","FSD032F","FSD111","FSD122","FSD132","FSD141","FSD146","FSDHH","FSDAD","FSDCH","FSD151","FSD401","FSD421","FSD431","FSD411","FSD440","FSD451","FSQ165","FSQ171","FSD225","FSQ235","FSQ162","FSD650ZC","FSD660ZC","FSD675","FSD680","FSD670ZC","FSQ690","FSQ695","FSD650ZW","FSD660ZW","FSD670ZW"
57430,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57431,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,1,1,1,1,,5,1,4,,,
57432,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,9,800,1,,,,,,,,,,
57433,1,1,3,2,,2,1,2,2,,,,,,,,,,3,3,,2,2,2,3,3,9,2,2,,,,,,,,,,,,,,
57434,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,66666,16,1,1,1,1,1,24,1,3,,,
57435,2,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,2,,1,2,,,2,,,,,,,,,,
57436,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57437,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57438,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,2,2,0,2,,,,
57439,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57440,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,2,,2,2,0,2,,,,
57441,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57442,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57443,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,1,,,,,,,1,1,116,486,2,,,,,,,,,,
57444,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,371,350,1,,,1,1,60,1,1,,,
57445,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57446,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57447,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,,,2,,,,2,2,,1,2,12,1,2,,,
57448,1,1,3,1,2,2,2,2,2,,3,3,3,,,,,,3,3,1,2,3,3,3,3,,,1,1,4,600,1,,,1,1,60,2,,,,
57449,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,1,1,12,73,,,,,,,,,,,
57450,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57451,2,1,2,2,,1,1,2,2,,2,2,3,2,2,,2,2,3,3,3,1,3,3,3,3,,,1,1,28,638,1,,,,,,,,,,
57452,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57453,3,3,1,1,2,2,2,2,2,,3,3,3,,,,,,3,3,1,2,,,,,,,1,1,21,570,2,,,1,1,60,1,3,,,
57454,1,1,1,1,1,1,1,2,2,,,,,,,,,,4,4,,1,3,2,2,2,2,1,1,1,7,119,,,,,,,,,,,
57455,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,21,495,2,,,,,,,,2,,
57456,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57457,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57458,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
57459,2,1,3,1,1,2,2,2,2,,,,,,,,,,3,3,,2,2,3,3,3,2,2,2,,,,2,,,,,,,,,,
57460,2,2,3,1,2,1,2,2,2,,,,,,,,,,3,3,,1,3,2,2,3,2,2,2,,,,2,,,,,,,,,,
57461,1,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,,,1,2,,,1,1,1,1,1,18,1,2,,,
57462,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57463,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57464,1,2,3,1,1,1,1,1,2,,1,1,2,2,1,2,2,2,4,4,4,2,3,3,3,3,2,,1,2,,,1,,,,,,,,,,
57465,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,4,187,2,2,,1,1,18,1,2,,,
57466,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
57467,2,2,2,1,2,1,1,2,2,,1,1,2,2,2,,2,2,4,4,3,2,3,2,3,3,,2,1,2,,,2,,,1,1,60,1,1,,,
57468,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57469,2,3,3,2,,1,2,2,2,,3,3,3,,,,,,2,2,1,2,3,3,3,3,,,1,1,12,545,2,2,,1,1,24,1,2,,,
57470,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57471,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57472,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
57473,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,2,2,0,2,,,,
57474,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57475,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
57476,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57477,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,2,2,0,2,,,,
57478,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57479,3,2,3,1,3,2,2,2,2,,,,,,,,,,2,2,,2,3,3,3,3,2,,2,,,,2,,,,,,,,,,
57480,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57481,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57482,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57483,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,1,463,2,,,,,,,,,,
57484,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
57485,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,9,9,9,9,,,1,1,2,400,2,,,1,1,60,1,3,,,
57486,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,1,1,1,1,1,13,1,2,,,
57487,2,2,2,1,2,1,2,2,2,,2,2,2,2,2,,2,2,4,4,3,1,3,3,3,3,,,1,1,19,330,1,1,1,1,1,48,1,6,,,
57488,1,1,1,1,1,2,2,2,2,,2,3,3,2,2,,2,2,3,3,2,2,3,3,3,3,2,,2,,,,2,,,,,,,,,,
57489,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,2,,,2,,,,,,,,,,
57490,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57491,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,5,685,2,2,,1,2,12,1,6,,,
57492,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
57493,1,1,2,1,1,2,2,1,2,,1,1,3,2,2,,2,2,4,4,3,1,3,3,3,3,,,2,,,,2,2,,2,2,0,2,,,,
57494,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,1,1,2,1,1,17,2,,,,
57495,2,1,2,1,2,1,2,2,2,,1,3,3,2,2,,2,2,3,4,2,2,3,3,3,3,2,,2,,,,2,,,,,,,,,,
57496,2,2,2,1,2,2,2,2,2,,2,2,2,2,2,,2,2,4,3,3,2,3,3,3,3,2,,2,,,,1,,,,,,,,,,
57497,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
57498,2,2,2,1,1,1,1,1,2,,2,1,2,1,1,2,1,2,4,4,4,2,2,1,1,1,1,2,2,,,,2,,,,,,,,,,
57499,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57500,1,1,1,1,3,1,2,1,2,,2,2,2,1,2,,2,2,4,4,3,2,2,2,3,3,,2,2,,,,2,,,2,2,0,2,,,,
57501,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,1,,,,,,,1,1,7,298,2,,,1,1,60,2,,,,
57502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57503,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,2,,
57504,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57505,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,,,2,,,,2,,,,,,,,,,
57506,7,7,7,,,,,,,,,,,,,,,,,,,7,,,,,,,7,,,,,,,,,,,,,,
57507,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
57508,2,1,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,,,2,,,,1,2,,2,2,0,2,,,,
57509,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57510,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57511,1,2,2,1,1,1,1,2,2,,,,,,,,,,4,4,,2,3,3,3,3,2,,2,,,,2,,,,,,,,,,
57512,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57513,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57514,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,3,3,3,3,2,,2,,,,2,,,,,,,,,,
57515,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,2,,2,2,0,2,,,,
57516,1,1,1,1,2,1,1,2,1,3,,,,,,,,,4,4,,1,3,2,3,2,2,2,1,1,7,68,2,,,,,,,,,,
57517,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,2,,2,2,0,2,,,,
57518,2,2,2,1,3,1,1,1,2,,,,,,,,,,4,4,,1,3,3,3,3,2,,1,1,9,162,2,,,,,,,,,,
57519,3,3,3,,,,,,,,,,,,,,,,1,1,,1,,,,,,,2,,,,2,,,,,,,,,,
57520,1,2,2,1,1,1,1,2,2,,2,1,3,2,2,,1,2,4,4,3,2,3,3,3,3,2,,1,1,166,65,2,,,,,,,,,,
57521,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57522,1,1,1,1,1,1,1,1,2,,2,3,3,2,2,,2,2,4,4,2,1,3,3,3,3,,,1,1,106,452,2,,,1,1,60,1,3,,,
57523,2,3,2,2,,1,1,2,2,,3,3,3,,,,,,3,3,1,1,,,,,,,2,,,,2,,,,,,,,,,
57524,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57525,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,2,,2,2,0,2,,,,
57526,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
57527,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
57528,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,1,2,,,,,,,,,,,,,
57529,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,21,495,2,,,,,,,,,,
57530,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57531,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57532,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57533,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57534,1,1,2,1,2,1,1,2,2,,2,2,2,1,1,2,1,2,4,4,4,2,2,2,2,2,2,2,2,,,,2,,,,,,,,,,
57535,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57536,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57537,1,1,1,1,1,1,1,2,1,1,,,,,,,,,4,4,,2,3,3,3,3,2,,1,1,6,170,,,,,,,,,,,
57538,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,,,,,,,2,,,,2,,,,,,,,,,
57539,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57540,2,3,3,2,,2,2,2,,,2,3,3,2,2,,2,2,2,2,2,2,3,3,3,3,,,2,,,,2,2,,1,2,4,2,,,,
57541,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,11,300,1,,,,,,,,,,
57542,2,1,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,2,3,3,9,2,1,1,8,500,1,,,,,,,,,,
57543,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,1,,,,,,,,,,
57544,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57545,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,1,2,,,2,,,,,,,,,,
57546,2,3,3,2,,1,2,2,2,,3,3,3,,,,,,2,2,1,2,3,3,3,3,,,2,,,,2,,,2,2,0,2,,,,
57547,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,201,300,2,,,2,2,0,2,,,,
57548,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57549,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57550,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,1,1,15,159,2,,,,,,,,,,
57551,1,1,2,1,3,1,1,2,2,,,,,,,,,,4,4,,1,3,2,2,2,2,2,2,,,,2,,,,,,,,,,
57552,2,2,2,1,2,1,1,1,1,3,1,1,2,1,2,,2,2,4,4,3,1,2,2,3,3,2,2,1,1,5,394,1,,,,,,,,,,
57553,1,1,2,1,1,1,1,1,2,,,,,,,,,,4,4,,2,1,2,3,3,2,2,2,,,,2,,,,,,,,,,
57554,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57555,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57556,2,2,3,1,2,1,2,9,2,,3,3,3,,,,,,3,3,1,1,3,3,3,3,2,,1,1,10,292,2,,,,,,,,,,
57557,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57558,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
57559,1,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,,,2,,,,1,1,1,1,,3,1,6,,,
57560,2,3,2,2,,2,2,2,,,,,,,,,,,2,2,,2,3,3,3,3,2,,2,,,,,,,,,,,,,,
57561,2,2,2,1,3,2,2,2,2,,,,,,,,,,3,3,,2,3,3,3,3,2,,2,,,,,,,,,,,,,,
57562,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
57563,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,2,,
57564,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,2,,2,,0,2,,,,
57565,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,3,3,3,3,2,,2,,,,2,,,,,,,,,,
57566,1,1,2,1,3,1,1,2,2,,2,3,3,2,2,,2,2,3,4,2,1,,,,,,,1,2,,,2,,,,,,,,,,
57567,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,2,,2,,0,2,,,,
57568,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,2,,2,2,0,2,,,,
57569,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,
57570,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57571,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,1,1,29,193,,,,,,,,,,,
57572,2,2,2,1,2,1,2,2,2,,2,2,2,1,2,,2,2,4,4,3,1,3,2,2,3,2,2,1,2,,,2,,,,,,,,,,
57573,3,3,2,1,2,2,2,1,2,,,,,,,,,,3,3,,2,,,,,,,2,,,,,,,,,,,,,,
57574,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,2,,,2,,,1,1,60,1,99,,,
57575,1,2,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,2,2,2,2,,2,1,1,29,700,1,,,,,,,,,,
57576,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,13,741,1,,,,,,,,,,
57577,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
57578,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
57579,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
57580,1,1,2,2,,2,1,2,1,2,1,3,3,2,2,,2,2,3,4,2,1,,,,,,,1,1,5,350,1,1,2,1,1,12,1,7,,,
57581,3,3,2,2,,2,2,2,,,2,2,2,2,2,,2,2,3,2,3,2,3,3,3,3,2,,1,1,15,260,2,,,,,,,,,,
57582,1,1,2,1,2,1,2,2,2,,2,3,1,2,2,,2,2,4,4,3,1,2,2,3,2,,1,1,1,10,325,2,,,,,,,,,,
57583,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,2,2,0,2,,,,
57584,1,3,2,1,2,2,2,2,2,,,,,,,,,,3,3,,1,3,3,3,3,2,,1,1,25,200,,,,,,,,,,,
57585,2,2,2,2,,2,2,2,,,2,3,3,2,2,,2,2,3,3,2,1,3,3,3,3,,,1,1,50,581,2,,,,,,,,,,
57586,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,2,,,2,,,,,,,,,,
57587,7,7,7,,,,,,,,,,,,,,,,,,,7,,,,,,,7,,,,7,,,,,,,,,,
57588,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
57589,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57590,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,21,438,2,,,,,,,,,,
57591,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57592,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,1,2,,,2,,,,,,,,,,
57593,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,
57594,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57595,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,12,400,2,,,,,,,,,,
57596,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57597,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57598,1,1,1,1,2,1,2,2,2,,,,,,,,,,4,4,,1,1,2,3,3,2,2,1,1,2,114,2,,,,,,,,,,
57599,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57600,2,2,2,2,,2,2,2,,,,,,,,,,,3,3,,2,3,3,3,3,2,,2,,,,2,,,,,,,,,,
57601,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57602,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
57603,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,2,,
57604,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,2,,2,2,0,2,,,,
57605,2,2,2,1,2,1,1,1,1,2,,,,,,,,,4,4,,2,2,2,2,3,1,2,1,1,17,140,,,,,,,,,,,
57606,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
57607,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,1,,,1,1,48,9,,,,
57608,1,1,1,1,1,1,2,1,2,,,,,,,,,,4,4,,2,3,3,3,3,2,,2,,,,,,,,,,,,,,
57609,2,2,2,2,,2,2,2,,,2,3,3,2,2,,2,2,3,3,2,2,3,3,3,3,2,,2,,,,2,,,,,,,,,,
57610,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
57611,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,2,,,2,1,2,1,1,24,1,1,,,
57612,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
57613,2,2,3,2,,1,2,2,2,,3,3,3,,,,,,3,3,1,2,3,3,3,3,2,,1,1,2,167,2,,,,,,,,,,
57614,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,26,563,1,1,1,1,1,18,1,2,,,
57615,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
57616,2,2,2,2,,1,2,2,2,,3,3,3,,,,,,3,3,1,2,3,3,3,3,,,2,,,,2,2,,2,,0,2,,,,
57617,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,2,,2,2,0,2,,,,
57618,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,,,,,,,,,,,
57619,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,55555,99999,2,,,,,,,,,,
57620,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,2,2,0,2,,,,
57621,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,2,,2,,,,2,,,,,,,,2,,
57622,2,2,2,2,,2,2,2,,,3,3,3,,,,,,3,3,1,2,3,3,3,3,2,,1,1,0,348,1,,,,,,,,,,
57623,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,99999,99999,2,,,,,,,,,,
57624,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57625,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57626,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,2,,,,,,,,,,
57627,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57628,1,1,1,2,,1,2,2,2,,2,2,2,2,2,,2,2,3,3,3,1,3,3,3,3,,,1,1,2,241,1,1,1,1,1,24,2,,,,
57629,3,2,3,1,3,2,2,2,2,,3,3,3,,,,,,2,2,1,2,,,,,,,2,,,,1,,,,,,,,,,
57630,1,2,2,2,,2,2,2,,,3,2,3,2,2,,2,2,3,3,2,2,3,2,2,1,,2,1,1,23,700,1,,,,,,,,,,
57631,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57632,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,6,459,1,1,1,1,1,36,1,7,,,
57633,1,1,1,1,1,1,1,1,1,2,,,,,,,,,4,4,,1,2,2,2,2,1,1,1,1,11,74,2,,,,,,,,,,
57634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57635,2,3,3,2,,2,2,2,,,2,2,3,2,2,,2,2,3,2,3,2,3,3,3,3,,,2,,,,2,1,2,1,1,18,1,2,,,
57636,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57637,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,2,,2,2,0,2,,,,
57638,2,2,2,2,,1,2,2,2,,,,,,,,,,3,3,,1,3,3,3,3,2,,1,2,,,2,,,,,,,,,,
57639,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57640,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57641,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,,,
57642,1,1,3,1,2,1,1,1,2,,2,2,2,2,2,,2,2,4,4,3,2,3,3,3,3,,,1,2,,,1,1,1,1,,8,1,3,,,
57643,2,3,3,2,,2,2,2,,,,,,,,,,,2,2,,2,3,3,3,3,2,,2,,,,,,,,,,,,,,
57644,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,29,50,1,1,1,1,,9,1,3,,,
57645,2,3,3,2,,2,2,2,,,3,3,3,,,,,,2,2,1,2,3,3,3,3,2,,1,1,28,375,1,,,,,,,,,,
57646,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,1,1,29,560,1,1,1,1,,10,1,2,,,
57647,2,2,2,1,3,1,1,1,2,,,,,,,,,,4,4,,1,2,2,2,2,2,2,1,1,9,162,2,,,,,,,,,,
57648,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57649,3,3,3,,,,,,,,,,,,,,,,1,1,,2,,,,,,,2,,,,,,,,,,,,,,
57650,3,3,3,,,,,,,,3,3,3,,,,,,1,1,1,2,,,,,,,2,,,,2,,,,,,,,2,,
57651,1,1,1,2,,2,2,1,1,1,,,,,,,,,4,4,,2,1,1,2,2,1,2,2,,,,2,,,,,,,,,,
