"SEQN","FSD160","FSD170N","FSD180","FSD190","FSD200","FSQ400","FSQ410","FSQ420","FSQ430","FSQ440","FSD450","FSQ460","FSQ470","FSQ480","FSQ490","FSQ500","FSQ510","FSD520","FSD655","FSD660C","FSD665","FSQ650","FSD660M","FSD670","HHFDSEC","ADFDSEC","CHFDSEC"
12922,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3
12923,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
12924,1,,,,,2,,2,2,2,2,,,,,,,,,,,1,1,2,3,3,2
12925,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
12926,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
12927,2,,,,,2,,2,2,2,2,,,,,,,,,,,,,,2,1,2
12928,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
12929,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
12930,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
12931,1,,,,,,,,,,,,2,2,2,2,,2,2,,,,,,3,3,2
12932,1,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
12933,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
12934,1,,,,,,,,,,,,,,,,,,,,,,,,2,2,2
12935,,,,,,,,,,,,,,,,,,,,,,,,,,,
12936,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
12937,2,,,,,,,,,,,,2,2,2,2,,2,,,,,,,4,4,2
12938,1,,,,,,,,,,,,,,,,,,1,2,1,,,,1,1,1
12939,2,1,1,,,,,,,,,,,,,,,,,,,,,,2,2,1
12940,1,1,2,,,,,,,,,,,,,,,,,,,,,,1,1,1
12941,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
12942,2,1,2,,,,,,,,,,,,,,,,,,,,,,1,1,1
12943,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
12944,1,,,,,,,,,,,,,,,,,,,,,,,,3,3,3
12945,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
12946,,,,,,,,,,,,,,,,,,,,,,,,,,,
12947,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
12948,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
12949,2,,,,,,,,,,,,,,,,,,,,,,,,,,
12950,2,4,1,10,2,,,,,,,,,,,,,,,,,,,,4,4,3
12951,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
12952,,,,,,,,,,,,,,,,,,,,,,,,,,,
12953,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
12954,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1
12955,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
12956,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
12957,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
12958,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
12959,2,,,,,,,,,,,,,,,,,,,,,,,,4,4,4
12960,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
12961,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
12962,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
12963,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
12964,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
12965,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
12966,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
12967,2,3,1,12,1,,,,,,,,2,2,2,2,,2,,,,,,,3,3,3
12968,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
12969,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
12970,,,,,,,,,,,,,,,,,,,,,,,,,,,
12971,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
12972,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
12973,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
12974,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
12975,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
12976,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
12977,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
12978,1,1,2,,,2,,2,2,2,2,,,,,,,,,,,,,,3,3,3
12979,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
12980,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
12981,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
12982,1,7,1,10,1,,,,,,,,,,,,,,,,,,,,3,3,1
12983,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
12984,2,1,2,,,,,,,,,,,,,,,,,,,,,,1,1,1
12985,1,,,,,,,,,,,,,,,,,,1,1,3,,,,1,1,1
12986,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
12987,1,2,1,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1
12988,1,,,,,,,,,,,,,,,,,,,,,2,,,1,1,1
12989,1,7,2,,,2,,2,2,2,2,,,,,,,,,,,,,,3,3,1
12990,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
12991,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
12992,1,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,1
12993,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
12994,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
12995,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
12996,1,2,1,10,1,,,,,,,,,,,,,,1,1,2,,,,1,1,1
12997,2,,,,,,,,,,,,,,,,,,,,,2,,,1,1,1
12998,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
12999,1,,,,,,,,,,,,,,,,,,1,1,6,,,,1,1,1
13000,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13001,,1,1,7,2,1,12,1,1,1,1,3,,,,,,,,,,,,,4,4,
13002,,,,,,,,,,,,,,,,,,,,,,,,,,,
13003,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13004,,,,,,,,,,,,,,,,,,,,,,,,,,,
13005,1,4,1,12,1,,,,,,,,2,2,2,2,,2,1,1,5,,,,2,2,1
13006,7,,,,,,,,,,,,,,,,,,,,,,,,,,
13007,1,1,2,,,,,,,,,,,,,,,,1,1,6,,,,2,2,1
13008,2,1,2,,,,,,,,,,,,,,,,,,,,,,3,3,2
13009,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13010,1,4,1,4,1,,,,,,,,,,,,,,,,,1,1,1,2,2,1
13011,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13012,2,,,,,,,,,,,,2,2,2,2,,2,,,,,,,3,3,3
13013,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13014,,,,,,,,,,,,,,,,,,,,,,,,,,,
13015,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13016,2,,,,,,,,,,,,,,,,,,2,,,,,,,,
13017,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13018,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13019,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13020,2,,,,,,,,,,,,2,2,2,2,,2,2,,,,,,2,2,1
13021,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13022,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13023,1,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,1
13024,2,,,,,,,,,,,,,,,,,,,,,,,,,,
13025,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13026,,,,,,,,,,,,,,,,,,,,,,,,,,,
13027,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13028,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
13029,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13030,2,,,,,,,,,,,,,,,,,,,,,,,,,,
13031,1,,,,,,,,,,,,,,,,,,1,1,3,,,,1,1,1
13032,2,1,1,5,1,,,,,,,,,,,,,,,,,2,,,1,1,1
13033,1,4,1,2,1,,,,,,,,,,,,,,,,,,,,3,3,1
13034,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13035,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
13036,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13037,2,,,,,,,,,,,,,,,,,,,,,,,,3,2,2
13038,2,,,,,,,,,,,,,,,,,,,,,,,,3,3,3
13039,1,1,2,,,,,,,,,,,,,,,,1,1,6,,,,1,1,1
13040,,,,,,,,,,,,,,,,,,,,,,,,,,,
13041,,,,,,2,,2,2,2,2,,,,,,,,,,,,,,3,3,
13042,1,,,,,,,,,,,,,,,,,,1,1,5,,,,1,1,1
13043,2,4,1,2,2,,,,,,,,,,,,,,,,,,,,,,
13044,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13045,,,,,,,,,,,,,,,,,,,,,,,,,,,
13046,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13047,1,1,2,,,,,,,,,,2,2,2,2,,2,1,1,1,,,,2,2,1
13048,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13049,,,,,,,,,,,,,,,,,,,,,,,,,,,
13050,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13051,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13052,1,1,2,,,,,,,,,,2,2,2,2,,2,1,1,5,,,,3,3,3
13053,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13054,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13055,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13056,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13057,,,,,,,,,,,,,,,,,,,,,,,,,,,
13058,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13059,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13060,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13061,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13062,2,,,,,,,,,,,,,,,,,,,,,,,,,,
13063,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13064,,,,,,,,,,,,,,,,,,,,,,,,,,,
13065,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13066,,,,,,,,,,,,,,,,,,,,,,,,,3,3,
13067,2,1,2,,,,,,,,,,2,1,2,2,,2,,,,,,,2,1,2
13068,,,,,,,,,,,,,,,,,,,,,,,,,,,
13069,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13070,2,1,2,,,,,,,,,,,,,,,,,,,,,,4,4,3
13071,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13072,1,1,2,,,,,,,,,,,,,,,,,,,,,,1,1,1
13073,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13074,2,,,,,,,,,,,,,,,,,,,,,1,1,1,4,4,
13075,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13076,2,,,,,2,,2,2,2,2,,,,,,,,,,,2,,,2,2,1
13077,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13078,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13079,1,1,2,,,,,,,,,,,,,,,,,,,,,,1,1,1
13080,2,1,2,,,,,,,,,,2,2,2,2,,2,,,,,,,2,2,1
13081,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13082,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13083,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13084,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13085,2,,,,,,,,,,,,,,,,,,2,,,,,,3,3,2
13086,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13087,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13088,2,,,,,,,,,,,,,,,,,,,,,,,,,,
13089,1,,,,,2,,2,2,2,2,,,,,,,,,,,,,,3,3,1
13090,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
13091,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
13092,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13093,2,,,,,,,,,,,,,,,,,,,,,,,,,,
13094,1,,,,,,,,,,,,,,,,,,1,1,2,,,,2,2,1
13095,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13096,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13097,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13098,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13099,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
13100,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13101,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13102,2,,,,,,,,,,,,,,,,,,1,2,6,,,,1,1,1
13103,2,,,,,,,,,,,,2,2,2,2,,2,2,,,,,,4,4,2
13104,1,3,1,12,1,,,,,,,,,,,,,,1,1,2,,,,1,1,1
13105,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13106,2,,,,,,,,,,,,,,,,,,,,,,,,,,
13107,1,,,,,,,,,,,,,,,,,,,,,1,1,3,1,1,1
13108,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13109,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13110,2,1,1,6,1,,,,,,,,,,,,,,,,,,,,1,1,1
13111,1,,,,,2,,2,2,2,2,,,,,,,,,,,,,,3,3,3
13112,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
13113,2,1,1,12,1,,,,,,,,,,,,,,,,,,,,1,1,1
13114,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13115,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13116,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13117,2,,,,,1,2,1,1,9,2,,,,,,,,,,,,,,4,4,3
13118,2,,,,,,,,,,,,2,2,2,2,,2,,,,,,,3,3,3
13119,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13120,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13121,1,4,1,12,1,,,,,,,,,,,,,,,,,,,,1,1,1
13122,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13123,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13124,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13125,2,1,1,12,1,2,,2,2,2,2,,,,,,,,,,,,,,2,2,1
13126,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
13127,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13128,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13129,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13130,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13131,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13132,2,,,,,,,,,,,,,,,,,,,,,,,,2,1,2
13133,2,,,,,2,,2,2,2,2,,,,,,,,,,,,,,4,4,
13134,2,1,2,,,2,,2,2,2,2,,,,,,,,,,,,,,3,3,3
13135,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13136,2,4,1,,,,,,,,,,,,,,,,,,,,,,4,4,3
13137,1,1,2,,,,,,,,,,2,2,2,2,,2,,,,,,,4,3,3
13138,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
13139,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13140,1,,,,,,,,,,,,2,2,2,2,,2,,,,,,,3,3,2
13141,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13142,,1,1,12,1,,,,,,,,,,,,,,,,,,,,1,1,
13143,1,,,,,,,,,,,,2,2,2,2,,2,,,,,,,2,2,2
13144,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13145,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13146,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13147,2,,,,,,,,,,,,,,,,,,,,,2,,,1,1,1
13148,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13149,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13150,2,6,1,,,,,,,,,,,,,,,,,,,,,,1,1,1
13151,1,,,,,,,,,,,,,,,,,,,,,,,,3,3,3
13152,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13153,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
13154,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
13155,2,,,,,,,,,,,,,,,,,,,,,,,,4,4,
13156,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13157,2,,,,,,,,,,,,,,,,,,,,,,,,,,
13158,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13159,1,2,1,10,1,,,,,,,,,,,,,,1,1,4,,,,1,1,1
13160,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13161,2,,,,,,,,,,,,,,,,,,2,,,,,,,,
13162,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
13163,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13164,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13165,1,1,2,,,,,,,,,,2,2,2,2,,2,2,,,,,,3,3,3
13166,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13167,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13168,,1,2,,,,,,,,,,2,2,2,2,,2,,,,,,,2,2,2
13169,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13170,2,,,,,2,,2,2,2,2,,,,,,,,,,,,,,4,4,3
13171,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13172,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
13173,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13174,2,,,,,,,,,,,,,,,,,,,,,,,,,,
13175,2,,,,,7,,2,2,2,,,,,,,,,,,,,,,3,2,3
13176,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13177,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
13178,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13179,1,5,1,,,,,,,,,,,,,,,,,,,2,,,2,2,1
13180,1,4,1,12,1,2,,2,2,2,2,,,,,,,,,,,,,,2,2,1
13181,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13182,1,6,1,12,1,,,,,,,,,,,,,,,,,,,,1,1,1
13183,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13184,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
13185,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13186,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13187,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
13188,1,,,,,,,,,,,,,,,,,,1,2,4,,,,,,
13189,1,7,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1
13190,1,,,,,,,,,,,,,,,,,,2,,,,,,2,2,1
13191,1,5,1,10,2,,,,,,,,,,,,,,1,1,6,,,,1,1,1
13192,2,1,2,,,,,,,,,,,,,,,,,,,,,,2,2,1
13193,1,4,1,,,,,,,,,,,,,,,,1,1,1,,,,2,2,1
13194,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13195,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13196,2,,,,,,,,,,,,,,,,,,,,,,,,,,
13197,2,1,2,,,,,,,,,,,,,,,,2,,,,,,1,1,1
13198,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13199,2,,,,,,,,,,,,,,,,,,,,,,,,,,
13200,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13201,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13202,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13203,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13204,2,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,1
13205,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13206,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13207,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13208,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13209,1,,,,,,,,,,,,,,,,,,1,1,2,,,,4,4,3
13210,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13211,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13212,1,3,1,12,1,,,,,,,,,,,,,,1,1,6,,,,1,1,1
13213,2,,,,,,,,,,,,,,,,,,,,,,,,3,3,3
13214,1,,,,,2,,2,2,2,2,,,,,,,,,,,1,1,1,2,2,1
13215,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13216,,2,1,12,1,,,,,,,,,,,,,,,,,,,,2,2,
13217,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13218,2,,,,,,,,,,,,2,2,2,2,,2,1,1,4,,,,3,3,3
13219,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13220,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13221,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13222,1,1,2,,,,,,,,,,,,,,,,,,,,,,1,1,1
13223,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13224,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13225,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13226,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13227,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13228,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13229,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13230,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13231,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13232,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13233,2,,,,,,,,,,,,,,,,,,2,,,,,,2,2,1
13234,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13235,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13236,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13237,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13238,1,,,,,,,,,,,,,,,,,,1,1,2,,,,1,1,1
13239,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13240,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13241,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13242,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13243,,1,2,,,,,,,,,,,,,,,,,,,,,,2,2,
13244,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13245,2,,,,,,,,,,,,,,,,,,,,,,,,,,
13246,1,2,1,99,1,,,,,,,,,,,,,,,,,1,1,2,1,1,1
13247,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13248,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13249,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13250,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13251,,,,,,,,,,,,,,,,,,,,,,,,,,,
13252,2,,,,,,,,,,,,,,,,,,,,,2,,,1,1,1
13253,2,,,,,,,,,,,,,,,,,,,,,,,,,,
13254,2,,,,,,,,,,,,,,,,,,,,,,,,,,
13255,1,,,,,,,,,,,,,,,,,,1,1,6,,,,1,1,1
13256,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13257,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13258,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13259,1,,,,,,,,,,,,2,2,2,2,,2,1,1,2,,,,2,2,1
13260,1,1,1,12,1,,,,,,,,,,,,,,,,,,,,2,2,1
13261,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13262,2,,,,,1,2,2,2,2,2,,,,,,,,,,,,,,3,3,
13263,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13264,2,,,,,2,,2,2,2,2,,,,,,,,,,,,,,2,2,1
13265,1,,,,,2,,2,2,2,2,,,,,,,,,,,1,1,3,3,3,1
13266,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13267,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13268,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13269,2,,,,,2,,1,2,2,2,,,,,,,,,,,,,,3,3,
13270,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13271,2,,,,,,,,,,,,,,,,,,,,,,,,3,3,3
13272,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
13273,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13274,2,1,2,,,2,,2,2,2,2,,,,,,,,,,,,,,3,3,1
13275,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
13276,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13277,2,,,,,1,7,1,1,1,2,,,,,,,,,,,,,,2,2,
13278,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13279,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13280,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13281,2,,,,,1,3,1,1,1,2,,,,,,,,,,,,,,4,4,
13282,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13283,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13284,2,,,,,,,,,,,,,,,,,,,,,,,,3,3,
13285,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13286,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13287,2,,,,,,,,,,,,,,,,,,,,,,,,4,4,4
13288,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13289,2,,,,,,,,,,,,,,,,,,,,,,,,,,
13290,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13291,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13292,2,,,,,,,,,,,,,,,,,,,,,,,,,,
13293,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13294,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
13295,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13296,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13297,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13298,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
13299,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13300,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
13301,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13302,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13303,1,,,,,,,,,,,,,,,,,,,,,,,,3,3,1
13304,2,,,,,2,,2,2,2,2,,,,,,,,,,,,,,4,4,4
13305,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13306,2,,,,,2,,2,2,2,2,,,,,,,,,,,,,,3,3,
13307,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13308,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13309,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13310,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13311,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
13312,1,5,1,7,1,,,,,,,,,,,,,,,,,,,,1,1,1
13313,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13314,1,,,,,,,,,,,,,,,,,,1,1,4,,,,1,1,1
13315,,,,,,,,,,,,,,,,,,,,,,,,,,,
13316,2,,,,,,,,,,,,2,2,2,2,,2,,,,,,,2,2,1
13317,2,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
13318,1,,,,,1,2,2,2,2,2,,,,,,,,,,,2,,,4,4,3
13319,2,,,,,,,,,,,,,,,,,,2,,,,,,1,1,1
13320,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
